name,policy,forcing,status,objective,marge_brute,subventions,etp,production_t,surface_ha,azote_kg,ift,ges_tco2,eau_m3,autonomie_min,hhi_revenu,pad_vs_2017,allocated_plots,duration_s,output_dir,error
P8_transition_agroecologique__F0_nominal,P8_transition_agroecologique,F0_nominal,maxTimeLimit,69088437.54066803,81393701.12,39270659.06,4199.98,479054.12,26051.78,1351310.98,40081.66,171863049.95,27699903.6,0.04,0.13,74.74,24579,10855.7,C:\Users\Clément\Desktop\CODE\claude_mosaica_workspace\outputs\p8_transition_agroecologique_f0_nominal,
P8_transition_agroecologique__F9_crise_systemique,P8_transition_agroecologique,F9_crise_systemique,maxTimeLimit,-1678357.312043602,-19275632.96,19733520.51,4199.98,383243.3,26051.78,1351310.98,40081.66,168259196.55,27699903.6,0.03,0.13,74.74,24579,10825.4,C:\Users\Clément\Desktop\CODE\claude_mosaica_workspace\outputs\p8_transition_agroecologique_f9_crise_systemique,
