crop,labor_cost
AG,381.50666666666666
AN_NU,87645.99
AN_PA,2605411.7399999998
BA_INT,14902151.839531248
BA_IRR,884764.9479545454
BA_PER,6219.9342916666665
BC_BT,2306917.7775
BC_GTMG,31084.106875
CS_BT_NIM,561204.2485714287
CS_BT_NISM,626.6871428571429
CS_CGT_NIM,120599.83142857144
CS_CGT_NISM,120.21357142857146
CS_EGT_NIM,316630.72285714286
CS_EGT_NISM,21254.153571428575
CS_MG_NISM,391137.5178571429
CS_NGT_NIM,571861.8714285715
CS_NGT_NISM,50836.54571428572
CS_SBT_NIM,44423.98166666666
IG_PLA,1672080.48
IG_TUT,1417620.545
JA,103810.31999999999
MA_ROTA,6255489.225000001
MA_TO_CO_JA,32068103.759999998
ME,123329.78
PN_PIQ,15778091.700000001
VE_BTGT,47840.936
