type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,11,44,0,12
2,0,0,0,45,0,0,31,0,68,2
3,0,0,0,0,1338,16,12,3,2,0
4,0,0,0,0,8,586,2,205,0,61
5,0,0,4,1,8,28,183,14,36,8
6,0,0,0,0,0,0,0,1040,0,7
7,0,0,0,0,2,3,9,1,201,0
8,0,0,0,0,0,18,2,329,0,248
