region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,904,1462,61.83310533515732,1082.32,1500.36,72.13735370177824
2,2206,3568,61.827354260089685,3428.7400000000002,4403.72,77.86008193073128
3,2705,4785,56.530825496342736,3956.2,6148.64,64.34268391058835
4,2335,3790,61.60949868073879,3236.56,4479.21,72.25738467274363
5,751,2492,30.136436597110755,884.5,2401.02,36.838510299789256
6,378,847,44.62809917355372,561.02,1013.23,55.36946201750836
7,4065,5253,77.38435179897202,2990.58,3631.81,82.34406535584185
TOTAL,13344,22197,60.11623192323287,16139.919999999998,23577.989999999998,68.4533329601039
