crop,gross_margin
AG,299.9344916666666
AN_NU,89977.36386666667
AN_PA,6308543.048999999
BA_INT,6379834.132549999
BA_IRR,491120.0321590908
BA_PER,3341.287216666667
BC_BT,2783325.2265
BC_GTMG,36639.626125
CS_BT_NIM,7865540.876465142
CS_BT_NISM,5339.170846285716
CS_CGT_NIM,1570802.5146868578
CS_CGT_NISM,966.4940911428574
CS_EGT_NIM,4027928.3520377143
CS_EGT_NISM,169339.22614714282
CS_MG_NISM,3209548.2414357155
CS_NGT_NIM,7036599.609662858
CS_NGT_NISM,392427.4651554285
CS_SBT_NIM,572855.3929453332
IG_PLA,1829424.7621499998
IG_TUT,836251.2262500001
JA,129483.84
MA_ROTA,6818799.649234999
MA_TO_CO_JA,38196427.519866
ME,118350.52068000003
PN_PIQ,12942397.799999999
VE_BTGT,37211.111359999995
