crop,region,island,surface,production,sales,subsidy,revenue,gross_margin,labor_hours,labor_cost,etp
AG,4,1,87.2,1744.0,1220800.0,0.0,1220800.0,523085.75346666656,42925.653333333335,665347.6266666666,26.711669778054343
AG,5,1,118.98,2379.6,1665720.0,0.0,1665720.0,713724.1163699998,58569.888,907833.264,36.44672557560672
AG,6,1,87.79,1755.8,1229060.0,0.0,1229060.0,526624.9804683332,43216.09066666666,669849.4053333333,26.892402406139805
AN_PA,4,1,19.419999999999998,679.7,498446.6666666666,0.0,498446.6666666666,317775.28599999996,8467.119999999999,131240.36,5.268898568761667
AN_PA,5,1,444.36,15552.6,11405239.999999998,0.0,11405239.999999998,7271195.987999999,193740.96,3002984.88,120.56064716863722
AN_PA,6,1,252.65,8842.75,6484683.333333333,0.0,6484683.333333333,4134187.744999999,110155.4,1707408.7,68.54723086496577
BC_BT,4,1,80.64,2096.64,1677312.0,0.0,1677312.0,918210.384,49099.68,761045.04,30.553627878033602
BC_BT,5,1,53.22,1383.72,1106976.0,0.0,1106976.0,605991.52575,32404.3275,502267.07625,20.164485065339143
BC_BT,6,1,22.27,579.02,463216.0,0.0,463216.0,253578.19012500002,13559.64625,210174.516875,8.437863254511512
IG_PLA,4,1,128.24,2308.32,3462480.0,0.0,3462480.0,1461442.9172,86177.28,1335747.84,53.62618543870566
IG_PLA,5,1,129.05,2322.9,3484350.0,0.0,3484350.0,1470673.8027499998,86721.6,1344184.8,53.96490354698195
IG_PLA,6,1,27.44,493.92,740880.0,0.0,740880.0,312710.49319999997,18439.68,285815.04,11.474598630989421
MA_PAI_NON_NI,4,1,65.0,2340.0,2574000.0,0.0,2574000.0,1353641.3735,73320.0,1136460.0,45.625388923459866
MA_PAI_NON_NI,5,1,65.02,2340.72,2574792.0,0.0,2574792.0,1354057.878538,73342.56,1136809.68,45.63942750466708
MA_PAI_NON_NI,6,1,23.21,835.56,919116.0,0.0,919116.0,483354.096599,26180.88,405803.64,16.291773490976976
MA_ROTA,1,2,997.6,53870.4,56563920.0,0.0,56563920.0,27861701.945839994,1649032.8,25560008.4,1026.1560672059738
MA_ROTA,2,2,3101.4,167475.6,175849380.0,0.0,175849380.0,86618166.01325999,5126614.2,79462520.1,3190.176851275669
MA_ROTA,3,2,4727.39,255279.06,268043013.0,0.0,268043013.0,132030003.16935098,7814375.67,121122822.885,4862.710435594275
MA_ROTA,4,1,913.62,49335.48,51802254.0,0.0,51802254.0,25516247.124857996,1510213.86,23408314.83,939.7721593030492
MA_ROTA,5,1,1841.55,99443.7,104415885.0,0.0,104415885.0,51432154.38889499,3044082.15,47183273.325,1894.2639390168015
ME,1,2,29.05,581.0,697200.0,0.0,697200.0,271356.16620000004,18243.4,282772.7,11.352457996266335
ME,2,2,91.27,1825.3999999999999,2190480.0,0.0,2190480.0,852553.4350800001,57317.56,888422.1799999999,35.667429993777226
ME,3,2,86.51,1730.2,2076240.0,0.0,2076240.0,808090.2560400001,54328.28,842088.34,33.80726820161792
PN_PIQ,1,2,571.1,376.926,1884630.0,314105.0,2198735.0,914902.2,71958.6,1115358.3,44.77822028624767
PN_PIQ,2,2,1441.1200000000001,951.1392000000001,4755696.0,792616.0,5548312.0,2308674.24,181581.12,2814507.36,112.99385189794648
PN_PIQ,3,2,2196.83,1449.9078000000002,7249539.0,1208256.5,8457795.5,3519321.66,276800.58,4290408.99,172.24678282514
PN_PIQ,4,1,3738.48,2467.3968,12336984.0,2056164.0,14393148.0,5989044.96,471048.48,7301251.44,293.122887367766
PN_PIQ,5,1,48.43,31.963800000000003,159819.0,26636.5,186455.5,77584.86,6102.18,94583.79,3.7972495332918483
PN_PIQ,6,1,439.22,289.8852,1449426.0,241571.0,1690997.0,703630.44,55341.72,857796.66,34.43790914747978
PN_PIQ,7,3,3757.82,2480.1612,12400806.0,2066801.0,14467607.0,6020027.64,473485.32,7339022.46,294.6392781580585
TH,5,1,155.76,2803.68,8411040.0,0.0,8411040.0,3489217.4539199998,253733.04,3932862.12,157.8923708774113
TH,6,1,395.02,7110.36,21331080.0,0.0,21331080.0,8848938.614839999,643487.58,9974057.49,400.42786558805227
