farm,etp
E1,0.0659845319583963
E10,0.3506718226805346
E100,4.327654902658013
E1000,0.06147479775980089
E1001,0.011551248999911105
E1002,0.2940110232020624
E1003,0.0825051115654725
E1004,0.5958334074139923
E1005,0.07908614099031025
E1006,5.173982576228998
E1007,0.45139390168014926
E1008,0.04905324917770469
E1009,0.04010756511689929
E101,0.24663614543514975
E1010,0.7829131478353631
E1011,1.2994125700062227
E1012,7.207583785225355
E1013,0.04883189616854832
E1014,0.008537647790914748
E1015,0.10614721308560761
E1016,0.0803235843186061
E1017,0.38095797404213705
E1018,0.678789670192906
E1019,0.32107654013690107
E102,0.06494710640945861
E1020,0.7721050760067562
E1021,0.024763979020357367
E1022,1.6560858742999378
E1023,0.09106853942572676
E1024,0.7134020801849055
E1025,0.020808071828606986
E1026,0.33681127211307677
E1027,0.3845497377544671
E1028,1.9337111076540137
E1029,0.05601564583518535
E103,0.0742919370610721
E1030,0.006725042225975642
E1031,0.25330607165081337
E1032,2.0778220286247664
E1033,0.0832420659614188
E1034,0.062186861054315944
E1035,0.1743544611372863
E1036,4.27292025957863
E1037,0.050635612054404845
E1038,0.052850920081785054
E1039,0.060525380033780773
E104,0.17554004800426706
E1040,0.2235443150502267
E1041,2.9488630100453372
E1042,0.11280736065428039
E1043,0.13520549974812576
E1044,2.2012570006222774
E1045,0.2812981894686935
E1046,0.0077535780958307415
E1047,0.2653053604764868
E1048,0.5070744066139212
E1049,1.9852457996266335
E105,0.9433389634634192
E1050,0.6553222508667436
E1051,0.010601831273891013
E1052,0.05400835629833764
E1053,0.1224748866565917
E1054,13.448667911221737
E1055,0.17390168014934662
E1056,0.021599253266957063
E1057,6.713927349097697
E1058,0.1181038314516846
E1059,0.21815361365454705
E106,0.15301360120899637
E1060,0.1456138323406525
E1061,0.03366254778202507
E1062,0.11739265712507779
E1063,0.012342430438261182
E1064,0.11983198506533915
E1065,0.18517290425815627
E1066,0.07866832607342875
E1067,0.41764867988265625
E1068,0.3020161792159303
E1069,0.0413672326429016
E107,0.2051755711618811
E1070,0.2393590541381456
E1071,0.06578184727531336
E1072,0.06568139390168015
E1073,0.07380122677571341
E1074,0.05209796426349009
E1075,0.1301991288114499
E1076,0.20973242065961423
E1077,0.10660058671881946
E1078,0.0769828429193706
E1079,0.1526509023024269
E108,0.09845052893590542
E1080,0.05602453551426793
E1081,0.06952795804071472
E1082,0.10080807182860699
E1083,0.11191394790648057
E1084,0.05530447150857854
E1085,0.11854742643790558
E1086,0.012105076006756157
E1087,0.08714285714285715
E1088,0.0384123033158503
E1089,0.11977864699084362
E109,0.29266245888523423
E1090,0.044212818917237086
E1091,0.10459151924615522
E1092,0.0962112187750022
E1093,0.29200568939461286
E1094,0.0417077073517646
E1095,0.05640945861854387
E1096,0.049765312472219755
E1097,0.059056805049337725
E1098,0.06722642012623345
E1099,0.01400391145879634
E11,0.09082762912258868
E110,0.09031913947906482
E1100,0.13491688150057785
E1101,0.0514356831718375
E1102,0.04588941239221265
E1103,0.05531336118766112
E1104,0.07439950217797138
E1105,0.11164014579073696
E1106,0.07196017423771002
E1107,0.06044003911458797
E1108,1.1577883867454886
E1109,0.14621299671081875
E111,0.07263045604053693
E1110,0.08223575428927014
E1111,0.013626100097786472
E1112,1.7200311138767892
E1113,0.21686372121966394
E1114,0.022105964974664417
E1115,0.06403235843186061
E1116,0.08931282780691617
E1117,0.030491599253266957
E1118,0.13460574273268736
E1119,0.1530127122410881
E112,0.46206151657925154
E1120,0.15235843186060982
E1121,0.06549204373722109
E1122,3.0977224642190415
E1123,0.13599253266957065
E1124,0.09196461907725131
E1125,0.15231842830473818
E1126,0.005300915636945507
E1127,0.8725220019557293
E1128,0.04834118588318962
E1129,5.961896879722643
E113,0.7404507067294871
E1130,0.012105076006756157
E1131,1.1187252644679528
E1132,0.6131607253978132
E1133,2.291181549471064
E1134,11.843278819228376
E1135,0.05350164459063028
E1136,0.2262476664592408
E1137,1.649047915370255
E1138,0.03378344741754823
E1139,0.3038847897590897
E114,0.1488834563072273
E1140,0.0230233798559872
E1141,0.36970587015142087
E1142,0.12089252377989157
E1143,1.7648389856876168
E1144,2.508033602986932
E1145,0.033862565561383236
E1146,0.22892457107298428
E1147,0.004826206773935461
E1148,0.05660503155836074
E1149,0.04171926393457196
E115,0.46948084274157703
E1150,0.06527246866388126
E1151,0.9973055382700684
E1152,0.01724775535603165
E1153,0.9874797759800871
E1154,0.12654013690105786
E1155,0.20743751296411533
E1156,0.015500044448395414
E1157,0.043673215396924175
E1158,0.017564227931371676
E1159,2.566397013067828
E116,0.2260026669037248
E1160,3.832928038047827
E1161,0.6459036358787448
E1162,0.5439834651969064
E1163,0.06750377811361011
E1164,0.053394079473730996
E1165,0.01724775535603165
E1166,0.08111387678904793
E1167,0.10062227753578096
E1168,0.09204551515690285
E1169,4.960887108483718
E117,0.26307316205884973
E1170,0.020569828429193707
E1171,0.008070050671170772
E1172,0.0865330251577918
E1173,0.015428038047826475
E1174,0.0687616677037959
E1175,0.047734020801849054
E1176,0.13795809997925743
E1177,0.021678371410792072
E1178,0.016932171748599876
E1179,4.5156627255756066
E118,0.02865854742643791
E1180,0.012184194150591165
E1181,0.0732438438972353
E1182,0.01569917325984532
E1183,0.07320117343763889
E1184,0.12200017779358166
E1185,0.09583340741399235
E1186,0.07040388775298546
E1187,0.2174051026757934
E1188,0.009019468397190861
E1189,0.16851986843274958
E119,0.14313183394079476
E1190,6.315756067205974
E1191,0.24948617654902658
E1192,0.07790559160814295
E1193,0.09070939639079029
E1194,0.021915725842297094
E1195,0.009256822828695886
E1196,0.0094150591163659
E1197,0.09038847897590897
E1198,0.07079829318161614
E1199,2.6442910480931636
E12,0.02998577651346787
E120,0.15895208462974486
E1200,0.8420842148931756
E1201,0.05014312383322963
E1202,0.010443594986221
E1203,0.3172847956855424
E1204,0.8946048537647792
E1205,0.0016614810205351587
E1206,0.05459151924615521
E1207,0.025001333451862392
E1209,0.0146368566094764
E121,0.06123122055293804
E1210,0.014636856609476398
E1211,0.012342430438261177
E1212,0.028086941061427687
E1213,0.2140625833407414
E1214,0.017614899102142416
E1215,0.0116134767534892
E1216,3.721528135834296
E1217,2.520345808516313
E1218,0.012658903013601211
E1219,0.028482531780602727
E122,0.2069721753044715
E1220,7.733546815272469
E1221,0.06946573028713664
E1222,0.014083029602631348
E1223,2.887625788959019
E1224,0.011155658280736065
E1225,0.028783002933594096
E1226,0.009968886123210953
E1227,0.22665303582540672
E1228,1.016602364654636
E1229,0.014953329184816429
E123,4.72376211218775
E1230,0.009889767979375946
E1231,0.06695884078584763
E1232,1.3052493554982665
E1233,0.0637692239310161
E1234,0.010127122410880969
E1235,0.0188301182327318
E1236,0.031505911636589924
E1237,0.10254867099297717
E1238,0.04863899013245622
E1239,0.015507156191661483
E124,0.09861854387056629
E1240,0.09541914836874388
E1241,0.004351497910925416
E1242,0.03304471508578541
E1243,0.18590630278246956
E1244,0.0240519157258423
E1245,0.016614810205351587
E1246,0.04470175126677927
E1247,2.7403235843186065
E1248,0.008861232109520847
E1249,0.0164281269446173
E125,0.23960440928082496
E1250,0.19178326962396658
E1251,0.051373455418259405
E1252,0.017405991643701664
E1253,0.02121788603431416
E1254,0.046996177437994495
E1255,0.3624428838118944
E1256,0.45809737161821795
E1257,0.14647879811538803
E1258,0.24037692239310157
E1259,0.011234776424571073
E126,0.12196639701306783
E1260,0.04919370610720953
E1261,0.4517868254955996
E1262,0.008940350253355853
E1263,0.1519343941683705
E1264,0.04949773313183394
E1265,0.049923548759889774
E1266,0.25576317894923994
E1267,0.2322286425460041
E1268,0.009652413547870923
E1269,0.022469552849142146
E127,0.04324562183305183
E1270,0.01795981865054672
E1271,0.18672948706551695
E1272,0.03335852075740066
E1273,0.15720775180016003
