crop,production_tonnes
AG,5879.400000000001
AN_PA,25075.05
BC_BT,4059.38
IG_PLA,5125.14
MA_PAI_NON_NI,5516.28
MA_ROTA,625404.24
ME,4136.6
PN_PIQ,8047.38
TH,9914.039999999999
