crop,gross_margin
AG,2759.3973233333327
AN_NU,503343.54906666663
AN_PA,3860757.0019999994
BA_INT,9081257.505499998
BA_IRR,8328.773863636363
BA_PER,1230111.3599500002
BC_BT,1861015.689
BC_GTMG,117632.48387499999
CS_BT_NIM,4315249.5164891435
CS_CGT_NIM,474858.8002060001
CS_EGT_NIM,2339649.479043143
CS_MG_NISM,89565.19969800004
CS_NGT_NIM,2558921.858111143
CS_SBT_NIM,366574.39239466656
IG_PLA,523311.43759999995
IG_TUT,948881.01
JA,737776.0
MA_MOBIO,18574.38
MA_PLBIO,3677379.78
MA_ROTA,10385298.585165
MA_TO_CO_JA,19504097.919464
NC,0.0
PN_PIQ,16240739.580000002
PN_TOUR,585958.4
VE_BTGT,17120.605226666663
