type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,2,21,1,2,8,19,0,14
2,0,0,0,111,1,0,28,0,6,0
3,0,0,0,0,1351,10,5,2,3,0
4,0,0,0,22,92,663,17,34,0,34
5,0,0,0,5,12,32,190,4,37,2
6,0,0,0,9,3,5,2,1005,0,23
7,0,0,0,0,3,3,12,0,198,0
8,0,0,0,24,2,25,0,123,0,423
