region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,955,1462,65.32147742818057,1169.2,1500.36,77.9279639553174
2,2487,3568,69.70291479820628,3648.26,4403.72,82.84495835339213
3,3186,4785,66.58307210031347,4625.51,6148.64,75.22818054073745
4,2440,3790,64.37994722955145,3473.73,4479.21,77.55229158713256
5,1181,2492,47.391653290529696,1336.79,2401.02,55.67592106687991
6,482,847,56.90672963400236,686.88,1013.23,67.79112343692942
7,4019,5253,76.50866171711402,2964.93,3631.81,81.63780594249148
TOTAL,14750,22197,66.45042122809389,17905.3,23577.989999999998,75.94073964744238
