crop,revenue
AG,9203320.0
AN_NU,484586.6666666666
AN_PA,9519253.333333332
BA_INT,1107457.24
BA_IRR,1927397.62
BA_PER,174783.6
BC_BT,4855136.0
BC_GTMG,47423.99999999999
CS_BT_NIM,13885521.080514286
CS_BT_NISM,13278.996205714287
CS_CGT_NIM,2530096.2674000002
CS_CGT_NISM,3542.5164342857142
CS_EGT_NIM,6823241.070128572
CS_EGT_NISM,376137.77929142857
CS_MG_NISM,6375871.04384
CS_NGT_NIM,12046445.500057144
CS_NGT_NISM,1398604.089097143
CS_SBT_NIM,654096.139
IG_PLA,13426560.0
IG_TUT,2374200.0
JA,114042.0
MA_PLBIO,8505.0
MA_ROTA,70119756.0
MA_TO_CO_JA,39598020.0
ME,102000.0
NC,0.0
PN_PIQ,29394403.5
VE_BTGT,648483.5
