crop,gross_margin
AG,3943418.7226366657
AN_NU,230275.14346666663
AN_PA,6068820.703999999
BA_INT,266554.5013
BA_IRR,546830.2751136363
BA_PER,48613.37598333334
BC_BT,2657845.58325
BC_GTMG,25863.265499999998
CS_BT_NIM,7988783.482447429
CS_BT_NISM,5742.12713657143
CS_CGT_NIM,1469232.7135460004
CS_CGT_NISM,1568.5723774285716
CS_EGT_NIM,4016120.436000857
CS_EGT_NISM,171207.68863314282
CS_MG_NISM,3245027.5151060014
CS_NGT_NIM,6900853.229433715
CS_NGT_NISM,620572.7084077143
CS_SBT_NIM,356079.2567626666
IG_PLA,5667079.958399999
IG_TUT,717097.4325
JA,66144.36
MA_PLBIO,776.4000000000001
MA_ROTA,34538902.92941199
MA_TO_CO_JA,20824210.637405
ME,39699.26700000001
NC,0.0
PN_PIQ,12231125.82
VE_BTGT,279039.66018666665
