type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,13,4,0,0,10,25,3,12
2,0,0,26,0,0,0,53,1,66,0
3,0,0,0,0,1335,23,6,2,5,0
4,0,0,2,0,14,576,16,186,0,68
5,0,0,4,1,8,28,195,4,40,2
6,0,0,0,1,0,0,1,1040,0,5
7,0,0,0,0,3,3,7,1,202,0
8,0,0,8,6,0,13,16,329,0,225
