region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,601,1462,41.10807113543092,800.85,1500.36,53.37718947452612
2,1865,3568,52.27017937219731,3058.14,4403.72,69.44446967563786
3,1783,4785,37.26227795193312,2760.37,6148.64,44.89399281792396
4,1666,3790,43.95778364116095,2494.92,4479.21,55.70000066976096
5,725,2492,29.093097913322634,842.98,2401.02,35.10924523744075
6,376,847,44.391971664698936,553.2,1013.23,54.597672789001514
7,1460,5253,27.793641728536073,1419.1,3631.81,39.074180642709834
TOTAL,8476,22197,38.18534036131009,11929.56,23577.989999999998,50.59617041147274
