region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,913,1462,62.44870041039672,1148.35,1500.36,76.5382974752726
2,2369,3568,66.3957399103139,3602.48,4403.72,81.80538272188059
3,3039,4785,63.510971786833856,4577.29,6148.64,74.44394207499545
4,2396,3790,63.21899736147757,3484.24,4479.21,77.78693117759605
5,1078,2492,43.258426966292134,1214.78,2401.02,50.59433074276766
6,470,847,55.489964580873675,657.93,1013.23,64.93392418305814
7,3552,5253,67.61850371216448,2528.21,3631.81,69.61294781389995
TOTAL,13817,22197,62.24715051583547,17213.28,23577.989999999998,73.00571422754867
