region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,734,1462,50.205198358413135,1024.39,1500.36,68.27628035938044
2,1973,3568,55.29708520179372,3318.14,4403.72,75.3485689371713
3,2437,4785,50.9299895506792,3912.99,6148.64,63.6399268781389
4,1849,3790,48.78627968337731,2678.13,4479.21,59.79023086660371
5,528,2492,21.187800963081862,587.12,2401.02,24.452940833479104
6,393,847,46.39905548996458,586.6,1013.23,57.894061565488585
7,2706,5253,51.51342090234152,2330.41,3631.81,64.1666276594866
TOTAL,10620,22197,47.8443032842276,14437.779999999999,23577.989999999998,61.23414252020635
