region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,678,1462,46.37482900136799,1004.5699999999999,1500.36,66.95526406995654
2,1851,3568,51.87780269058296,3272.11,4403.72,74.30331628713905
3,2433,4785,50.84639498432602,3995.68,6148.64,64.98477712144474
4,1818,3790,47.968337730870715,2883.68,4479.21,64.3792097267152
5,849,2492,34.06902086677368,1046.82,2401.02,43.598970437564034
6,369,847,43.565525383707204,574.47,1013.23,56.696900012830255
7,2772,5253,52.76984580239863,2394.48,3631.81,65.93076179645962
TOTAL,10770,22197,48.52007027976754,15171.81,23577.989999999998,64.3473425851822
