crop,revenue
AG,1976463.9999999998
AN_NU,2724157.3333333335
BA_INT,71762240.47999999
BC_BT,4286755.2
CS_NGT_NISM,37998757.37542857
IG_PLA,5496875.999999999
JA,124294.0
MA_ROTA,86283678.60000001
ME,6362496.0
PN_PIQ,23521305.5
VE_BTGT,4417746.899999999
