crop,gross_margin
AG,1169611.882793333
AN_NU,1702985.7297333335
BA_INT,9108788.947999995
BC_BT,2900999.385375
CS_NGT_NISM,13561080.277453437
IG_PLA,3227764.8600999997
JA,72090.52
MA_ROTA,55010172.226372994
ME,3586668.5174400005
PN_PIQ,9787306.860000001
VE_BTGT,2620025.889519999
