type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,8,13,0,4,14,18,3,7
2,0,0,7,65,0,0,38,0,36,0
3,0,0,0,0,1349,10,6,2,4,0
4,0,0,6,4,21,618,13,142,0,58
5,0,0,4,1,11,31,184,3,46,2
6,0,0,0,11,0,4,3,1009,0,20
7,0,0,0,0,3,3,9,1,200,0
8,0,1,0,24,0,20,1,125,0,426
