crop,revenue
AG,4815860.0
AN_NU,887333.3333333333
AN_PA,11471716.666666666
BA_INT,34965664.1
BA_IRR,3924271.58
BA_PER,5318971.2
BC_BT,5115136.0
BC_GTMG,29328.000000000004
CS_BT_NIM,15353603.099371426
CS_BT_NISM,13706.098422857143
CS_CGT_NIM,3244715.082457143
CS_CGT_NISM,7299.730834285714
CS_EGT_NIM,7915917.127814285
CS_EGT_NISM,462065.8064571428
CS_MG_NISM,6399605.53033143
CS_NGT_NIM,13681834.862171428
CS_NGT_NISM,1893582.3263999997
CS_SBT_NIM,945987.514
IG_PLA,11070000.0
IG_TUT,1650900.0
JA,57188.0
MA_ROTA,44008272.0
MA_TO_CO_JA,27440424.000000004
ME,118080.0
NC,0.0
PN_PIQ,26582440.5
VE_BTGT,338807.0
