crop,gross_margin
AG,2063489.315768333
AN_NU,421659.9933333333
AN_PA,7313576.934999999
BA_INT,8415905.21075
BA_IRR,1113371.9817045452
BA_PER,1479390.2104666668
BC_BT,2800177.302
BC_GTMG,15994.387875000002
CS_BT_NIM,8833417.926853143
CS_BT_NISM,5926.815436285716
CS_CGT_NIM,1884213.5007697148
CS_CGT_NISM,3232.209747428572
CS_EGT_NIM,4659263.276785429
CS_EGT_NISM,210319.78991571424
CS_MG_NISM,3257107.2860411443
CS_NGT_NIM,7837692.3958811425
CS_NGT_NISM,840198.8254199999
CS_SBT_NIM,514980.15476266656
IG_PLA,4672423.55
IG_TUT,498633.70875
JA,33169.04
MA_ROTA,21677163.775343996
MA_TO_CO_JA,14430650.051586
ME,45957.739680000006
NC,0.0
PN_PIQ,11061057.06
VE_BTGT,145787.19450666665
