region,AG,AN_NU,AN_PA,BA_INT,BA_IRR,BA_PER,BC_BT,BC_GTMG,CS_BT_NIM,CS_BT_NISM,CS_CGT_NIM,CS_CGT_NISM,CS_EGT_NIM,CS_EGT_NISM,CS_MG_NISM,CS_NGT_NIM,CS_NGT_NISM,CS_SBT_NIM,IG_PLA,IG_TUT,JA,MA_ROTA,MA_TO_CO_JA,ME,NC,PN_PIQ,VE_BTGT
1,0.0,0.07,25.46,0.36,11.05,12.38,0.0,0.14,0.0,0.0,734.06,2.04,0.0,0.0,0.0,0.0,0.0,0.0,21.03,0.0,5.2,13.030000000000001,14.86,0.0,97.39,650.22,1.11
2,0.0,0.0,0.0,3.12,58.75,27.990000000000002,0.0,1.27,0.0,0.0,0.0,0.0,1858.51,133.95,0.0,0.0,0.0,0.0,89.58,0.0,31.64,231.09,79.14,2.3600000000000003,230.07,1838.58,5.16
3,0.0,0.0,0.0,2.91,50.51,23.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3232.16,552.3,0.0,274.47,0.0,35.96,129.58,120.7,2.56,862.09,1634.46,10.41
4,45.11,35.38,356.31,27.86,0.0,64.09,2.27,0.0,2976.83,3.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.15,29.8,18.79,107.61,0.0,553.39,770.56,0.0
5,213.28,6.91,57.62,680.52,0.0,102.68,205.9,0.0,117.3,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.84,0.0,14.709999999999999,149.76,383.67,106.66,0.0,455.35,190.18,16.7
6,85.6,18.14,7.56,90.82,0.0,48.74,37.75,0.0,104.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.17,23.05,0.0,239.0,0.0,234.37,317.34,0.0
7,0.0,0.0,0.0,8.360000000000001,0.0,35.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.16,0.0,0.0,0.0,24.92,0.0,10.53,0.0,24.97,0.0,126.01,1503.19,0.0
