region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,991,1462,67.78385772913816,1218.25,1500.36,81.1971793436242
2,2572,3568,72.08520179372198,3737.25,4403.72,84.86574986602236
3,3155,4785,65.93521421107629,4687.15,6148.64,76.23067865414139
4,2479,3790,65.4089709762533,3579.65,4479.21,79.91699429140407
5,1281,2492,51.40449438202247,1464.38,2401.02,60.98991262046963
6,438,847,51.71192443919717,655.64,1013.23,64.7079142938918
7,3874,5253,73.74833428517037,2742.82,3631.81,75.5221225779983
TOTAL,14790,22197,66.63062576023788,18085.14,23577.989999999998,76.70348490265711
