crop,observed_ha,simulated_ha,abs_deviation_ha,pad_pct,within_threshold
AG,100.84,23.32,77.52000000000001,76.87425624752083,False
AN,132.67000000000002,174.01,41.339999999999975,31.160021104997337,False
BA,1920.8,2204.24,283.4399999999998,14.756351520199907,True
BC,147.21,8.67,138.54000000000002,94.11045445282251,False
CS,12812.93,13570.34,757.4099999999999,5.911294294123201,True
IG,145.42,102.83,42.58999999999999,29.2875808004401,False
JA,621.47,417.47,204.0,32.82539784704008,False
MA,1086.97,1196.32,109.34999999999991,10.06007525506683,True
ME,189.36,241.95,52.589999999999975,27.772496831432175,False
PN,6109.43,5350.4,759.0300000000007,12.423908613405843,True
VE,310.89,187.65,123.23999999999998,39.641030589597605,False
TOTAL,23577.99,23477.199999999997,2589.05,10.98079183170406,True
