plot,farm,region,island,commune,surface_ha,code_cult_2016,code_cult_2017,groupe_brut,groupe_resolu,culture_representante,cultive
P1,E1,3,2,97102,3.68,6,6,CS,CS,CS_NGT_NISM,True
P2,E1,3,2,97102,3.3,6,6,CS,CS,CS_NGT_NISM,True
P3,E1,3,2,97102,1.36,10,6,CS,CS,CS_NGT_NISM,True
P4,E2,2,2,97117,1.24,11,11,MA,MA,MA_ROTA,True
P5,E3,2,2,97128,0.77,6,6,CS,CS,CS_NGT_NISM,True
P6,E3,2,2,97128,0.21,11,11,MA,MA,MA_ROTA,True
P7,E3,2,2,97128,0.57,17,17,PN,PN,PN_PIQ,True
P8,E3,2,2,97128,1.52,17,17,PN,PN,PN_PIQ,True
P9,E3,2,2,97128,0.73,14,14,NC,NC,,False
P10,E4,2,2,97128,0.86,17,17,PN,PN,PN_PIQ,True
P11,E4,2,2,97128,0.6,16,16,PN,PN,PN_PIQ,True
P12,E5,3,2,97102,0.6,16,16,PN,PN,PN_PIQ,True
P13,E5,3,2,97102,1.38,14,14,NC,NC,,False
P14,E5,3,2,97102,1.46,16,16,PN,PN,PN_PIQ,True
P15,E5,3,2,97102,0.63,14,14,NC,NC,,False
P16,E5,3,2,97102,1.46,6,6,CS,CS,CS_NGT_NISM,True
P17,E5,3,2,97102,2.12,10,6,CS,CS,CS_NGT_NISM,True
P18,E5,3,2,97102,0.45,16,16,PN,PN,PN_PIQ,True
P19,E6,1,2,97116,0.76,16,16,PN,PN,PN_PIQ,True
P20,E6,1,2,97116,0.48,6,6,CS,CS,CS_NGT_NISM,True
P21,E6,1,2,97116,0.51,14,14,NC,NC,,False
P22,E6,1,2,97116,0.43,6,6,CS,CS,CS_NGT_NISM,True
P23,E6,1,2,97116,3.59,6,6,CS,CS,CS_NGT_NISM,True
P24,E6,1,2,97116,2.15,16,16,PN,PN,PN_PIQ,True
P25,E6,1,2,97116,0.84,6,6,CS,CS,CS_NGT_NISM,True
P26,E6,1,2,97116,0.9,6,6,CS,CS,CS_NGT_NISM,True
P27,E7,3,2,97119,1.96,6,6,CS,CS,CS_NGT_NISM,True
P28,E7,3,2,97119,1.3,14,14,NC,NC,,False
P29,E7,3,2,97119,0.44,16,16,PN,PN,PN_PIQ,True
P30,E7,3,2,97119,0.64,10,10,JA,NC,,False
P31,E7,3,2,97119,0.85,6,6,CS,CS,CS_NGT_NISM,True
P32,E7,3,2,97119,0.49,6,6,CS,CS,CS_NGT_NISM,True
P33,E7,3,2,97119,0.67,16,16,PN,PN,PN_PIQ,True
P34,E7,3,2,97119,0.52,6,6,CS,CS,CS_NGT_NISM,True
P35,E7,3,2,97119,2.52,14,14,NC,NC,,False
P36,E7,3,2,97119,6.35,14,14,NC,NC,,False
P37,E7,3,2,97119,0.24,16,16,PN,PN,PN_PIQ,True
P38,E7,3,2,97119,1.17,14,14,NC,NC,,False
P39,E7,3,2,97119,3.2,6,6,CS,CS,CS_NGT_NISM,True
P40,E7,3,2,97119,0.62,14,14,NC,NC,,False
P41,E7,3,2,97119,3.61,16,16,PN,PN,PN_PIQ,True
P42,E7,3,2,97119,1.32,16,16,PN,PN,PN_PIQ,True
P43,E7,3,2,97119,0.46,16,16,PN,PN,PN_PIQ,True
P44,E7,3,2,97119,1.01,16,16,PN,PN,PN_PIQ,True
P45,E7,3,2,97119,0.54,14,14,NC,NC,,False
P46,E7,3,2,97119,1.67,14,14,NC,NC,,False
P47,E8,2,2,97128,1.59,16,16,PN,PN,PN_PIQ,True
P48,E9,1,2,97116,4.34,16,16,PN,PN,PN_PIQ,True
P49,E9,1,2,97116,0.86,11,10,JA,JA,JA,True
P50,E9,1,2,97116,3.43,16,16,PN,PN,PN_PIQ,True
P51,E9,1,2,97116,1.47,16,16,PN,PN,PN_PIQ,True
P52,E9,1,2,97116,4.36,6,6,CS,CS,CS_NGT_NISM,True
P53,E9,1,2,97116,3.29,6,6,CS,CS,CS_NGT_NISM,True
P54,E10,3,2,97122,0.47,1,1,AG,AG,AG,True
P55,E10,3,2,97122,1.05,10,10,JA,NC,,False
P56,E10,3,2,97122,0.05,16,16,PN,PN,PN_PIQ,True
P57,E10,3,2,97122,1.43,6,6,CS,CS,CS_NGT_NISM,True
P58,E10,3,2,97122,0.7,6,6,CS,CS,CS_NGT_NISM,True
P59,E10,3,2,97122,0.18,6,16,PN,PN,PN_PIQ,True
P60,E10,3,2,97122,4.19,16,16,PN,PN,PN_PIQ,True
P61,E10,3,2,97122,0.54,16,16,PN,PN,PN_PIQ,True
P62,E10,3,2,97122,0.04,6,6,CS,CS,CS_NGT_NISM,True
P63,E10,3,2,97122,0.46,6,6,CS,CS,CS_NGT_NISM,True
P64,E10,3,2,97122,0.68,6,6,CS,CS,CS_NGT_NISM,True
P65,E10,3,2,97122,0.96,16,16,PN,PN,PN_PIQ,True
P66,E11,3,2,97119,2.02,6,6,CS,CS,CS_NGT_NISM,True
P67,E11,3,2,97119,0.3,6,6,CS,CS,CS_NGT_NISM,True
P68,E11,3,2,97119,1.25,6,6,CS,CS,CS_NGT_NISM,True
P69,E11,3,2,97119,4.17,6,6,CS,CS,CS_NGT_NISM,True
P70,E11,3,2,97119,0.28,6,6,CS,CS,CS_NGT_NISM,True
P71,E11,3,2,97119,0.39,6,6,CS,CS,CS_NGT_NISM,True
P72,E11,3,2,97119,3.07,6,6,CS,CS,CS_NGT_NISM,True
P73,E12,3,2,97119,0.11,14,14,NC,NC,,False
P74,E12,3,2,97119,1.79,6,6,CS,CS,CS_NGT_NISM,True
P75,E12,3,2,97119,0.9,6,6,CS,CS,CS_NGT_NISM,True
P76,E12,3,2,97119,0.25,14,14,NC,NC,,False
P77,E12,3,2,97119,1.1,6,6,CS,CS,CS_NGT_NISM,True
P78,E13,3,2,97119,1.3,6,6,CS,CS,CS_NGT_NISM,True
P79,E13,3,2,97119,0.98,11,11,MA,MA,MA_ROTA,True
P80,E13,3,2,97119,1.97,6,6,CS,CS,CS_NGT_NISM,True
P81,E13,3,2,97119,2.62,6,6,CS,CS,CS_NGT_NISM,True
P82,E13,3,2,97119,6.12,14,14,NC,NC,,False
P83,E13,3,2,97119,3.03,14,14,NC,NC,,False
P84,E13,3,2,97119,1.52,6,6,CS,CS,CS_NGT_NISM,True
P85,E13,3,2,97119,0.76,10,10,JA,NC,,False
P86,E14,7,3,97112,0.19,6,6,CS,CS,CS_NGT_NISM,True
P87,E14,7,3,97112,0.28,6,6,CS,CS,CS_NGT_NISM,True
P88,E14,7,3,97112,0.27,6,6,CS,CS,CS_NGT_NISM,True
P89,E14,7,3,97112,0.7,6,6,CS,CS,CS_NGT_NISM,True
P90,E15,7,3,97112,0.45,6,6,CS,CS,CS_NGT_NISM,True
P91,E15,7,3,97112,0.43,6,6,CS,CS,CS_NGT_NISM,True
P92,E15,7,3,97112,1.48,16,16,PN,PN,PN_PIQ,True
P93,E15,7,3,97112,0.16,18,18,IG,IG,IG_PLA,True
P94,E15,7,3,97112,0.49,16,16,PN,PN,PN_PIQ,True
P95,E16,1,2,97116,2.78,17,17,PN,PN,PN_PIQ,True
P96,E16,1,2,97116,0.45,17,17,PN,PN,PN_PIQ,True
P97,E16,1,2,97116,0.44,17,17,PN,PN,PN_PIQ,True
P98,E16,1,2,97116,0.78,6,6,CS,CS,CS_NGT_NISM,True
P99,E16,1,2,97116,1.69,17,17,PN,PN,PN_PIQ,True
P100,E16,1,2,97116,0.87,6,6,CS,CS,CS_NGT_NISM,True
P101,E16,1,2,97116,0.19,11,11,MA,MA,MA_ROTA,True
P102,E17,2,2,97125,0.97,10,10,JA,NC,,False
P103,E17,2,2,97125,1.04,6,6,CS,CS,CS_NGT_NISM,True
P104,E17,2,2,97125,0.44,10,10,JA,NC,,False
P105,E18,7,3,97112,0.65,6,6,CS,CS,CS_NGT_NISM,True
P106,E18,7,3,97112,1.46,16,16,PN,PN,PN_PIQ,True
P107,E19,3,2,97119,1.35,6,6,CS,CS,CS_NGT_NISM,True
P108,E19,3,2,97119,1.81,6,6,CS,CS,CS_NGT_NISM,True
P109,E19,3,2,97119,1.77,6,6,CS,CS,CS_NGT_NISM,True
P110,E19,3,2,97119,1.35,6,6,CS,CS,CS_NGT_NISM,True
P111,E19,3,2,97119,0.61,6,6,CS,CS,CS_NGT_NISM,True
P112,E19,3,2,97119,0.5,17,17,PN,PN,PN_PIQ,True
P113,E19,3,2,97119,0.21,20,20,VE,VE,VE_BTGT,True
P114,E20,7,3,97112,3.31,16,16,PN,PN,PN_PIQ,True
P115,E20,7,3,97112,1.29,16,16,PN,PN,PN_PIQ,True
P116,E20,7,3,97112,0.96,6,6,CS,CS,CS_NGT_NISM,True
P117,E20,7,3,97112,0.42,6,6,CS,CS,CS_NGT_NISM,True
P118,E20,7,3,97126,2.3,6,6,CS,CS,CS_NGT_NISM,True
P119,E20,7,3,97126,2.4,6,6,CS,CS,CS_NGT_NISM,True
P120,E20,7,3,97126,0.92,11,6,CS,CS,CS_NGT_NISM,True
P121,E21,7,3,97112,2.36,16,16,PN,PN,PN_PIQ,True
P122,E21,7,3,97112,0.87,6,6,CS,CS,CS_NGT_NISM,True
P123,E21,7,3,97112,0.15,17,6,CS,CS,CS_NGT_NISM,True
P124,E21,7,3,97112,0.18,11,11,MA,MA,MA_ROTA,True
P125,E21,7,3,97112,0.49,6,6,CS,CS,CS_NGT_NISM,True
P126,E21,7,3,97112,0.41,0,6,CS,CS,CS_NGT_NISM,True
P127,E21,7,3,97112,0.06,0,11,MA,MA,MA_ROTA,True
P128,E21,7,3,97112,0.09,11,16,PN,PN,PN_PIQ,True
P129,E21,7,3,97112,2.48,16,16,PN,PN,PN_PIQ,True
P130,E21,7,3,97112,1.26,6,6,CS,CS,CS_NGT_NISM,True
P131,E21,7,3,97112,1.02,16,16,PN,PN,PN_PIQ,True
P132,E21,7,3,97112,0.15,17,6,CS,CS,CS_NGT_NISM,True
P133,E21,7,3,97112,0.27,6,11,MA,MA,MA_ROTA,True
P134,E21,7,3,97112,0.35,11,11,MA,MA,MA_ROTA,True
P135,E22,2,2,97125,0.08,11,11,MA,MA,MA_ROTA,True
P136,E22,2,2,97125,0.8,17,17,PN,PN,PN_PIQ,True
P137,E22,2,2,97125,0.42,17,17,PN,PN,PN_PIQ,True
P138,E22,2,2,97125,0.1,11,11,MA,MA,MA_ROTA,True
P139,E23,1,2,97116,0.59,6,6,CS,CS,CS_NGT_NISM,True
P140,E23,1,2,97116,0.31,17,17,PN,PN,PN_PIQ,True
P141,E23,1,2,97116,0.72,17,17,PN,PN,PN_PIQ,True
P142,E24,7,3,97112,0.64,6,6,CS,CS,CS_NGT_NISM,True
P143,E24,7,3,97112,0.13,6,6,CS,CS,CS_NGT_NISM,True
P144,E24,7,3,97112,0.11,6,6,CS,CS,CS_NGT_NISM,True
P145,E24,7,3,97112,1.14,17,17,PN,PN,PN_PIQ,True
P146,E24,7,3,97112,0.35,6,6,CS,CS,CS_NGT_NISM,True
P147,E25,2,2,97128,0.41,6,6,CS,CS,CS_NGT_NISM,True
P148,E25,2,2,97128,0.99,16,16,PN,PN,PN_PIQ,True
P149,E25,2,2,97128,0.47,16,16,PN,PN,PN_PIQ,True
P150,E25,2,2,97128,0.24,16,16,PN,PN,PN_PIQ,True
P151,E25,2,2,97128,0.2,6,6,CS,CS,CS_NGT_NISM,True
P152,E25,2,2,97128,0.42,16,16,PN,PN,PN_PIQ,True
P153,E25,2,2,97128,0.45,16,16,PN,PN,PN_PIQ,True
P154,E25,2,2,97128,0.25,16,16,PN,PN,PN_PIQ,True
P155,E25,2,2,97128,0.21,6,6,CS,CS,CS_NGT_NISM,True
P156,E26,1,2,97116,0.9,16,16,PN,PN,PN_PIQ,True
P157,E27,7,3,97112,0.34,6,6,CS,CS,CS_NGT_NISM,True
P158,E27,7,3,97112,0.5,6,6,CS,CS,CS_NGT_NISM,True
P159,E27,7,3,97112,0.21,6,6,CS,CS,CS_NGT_NISM,True
P160,E27,7,3,97112,3.18,17,17,PN,PN,PN_PIQ,True
P161,E28,2,2,97125,0.38,10,10,JA,NC,,False
P162,E28,2,2,97125,0.78,17,17,PN,PN,PN_PIQ,True
P163,E28,2,2,97125,0.57,10,10,JA,NC,,False
P164,E28,2,2,97125,0.34,10,10,JA,NC,,False
P165,E28,2,2,97125,0.45,6,6,CS,CS,CS_NGT_NISM,True
P166,E28,2,2,97125,0.32,6,6,CS,CS,CS_NGT_NISM,True
P167,E29,7,3,97112,0.45,6,6,CS,CS,CS_NGT_NISM,True
P168,E29,7,3,97112,1.46,16,16,PN,PN,PN_PIQ,True
P169,E29,7,3,97112,0.33,6,6,CS,CS,CS_NGT_NISM,True
P170,E30,7,3,97112,0.32,6,6,CS,CS,CS_NGT_NISM,True
P171,E30,7,3,97112,0.67,6,6,CS,CS,CS_NGT_NISM,True
P172,E30,7,3,97112,0.4,6,6,CS,CS,CS_NGT_NISM,True
P173,E30,7,3,97112,0.17,6,6,CS,CS,CS_NGT_NISM,True
P174,E30,7,3,97112,0.61,6,6,CS,CS,CS_NGT_NISM,True
P175,E30,7,3,97112,3.13,16,16,PN,PN,PN_PIQ,True
P176,E30,7,3,97112,0.24,6,6,CS,CS,CS_NGT_NISM,True
P177,E30,7,3,97112,0.29,6,6,CS,CS,CS_NGT_NISM,True
P178,E30,7,3,97112,1.95,16,16,PN,PN,PN_PIQ,True
P179,E30,7,3,97112,0.49,6,6,CS,CS,CS_NGT_NISM,True
P180,E30,7,3,97112,2.1,16,16,PN,PN,PN_PIQ,True
P181,E30,7,3,97112,0.43,17,17,PN,PN,PN_PIQ,True
P182,E30,7,3,97112,0.46,6,6,CS,CS,CS_NGT_NISM,True
P183,E31,7,3,97112,0.27,6,6,CS,CS,CS_NGT_NISM,True
P184,E31,7,3,97112,0.2,0,6,CS,CS,CS_NGT_NISM,True
P185,E32,2,2,97125,0.8,17,6,CS,CS,CS_NGT_NISM,True
P186,E32,2,2,97125,0.5,16,16,PN,PN,PN_PIQ,True
P187,E33,7,3,97112,0.29,6,6,CS,CS,CS_NGT_NISM,True
P188,E33,7,3,97112,0.59,6,6,CS,CS,CS_NGT_NISM,True
P189,E33,7,3,97112,0.8,11,11,MA,MA,MA_ROTA,True
P190,E33,7,3,97112,1.31,11,11,MA,MA,MA_ROTA,True
P191,E33,7,3,97112,0.5,6,6,CS,CS,CS_NGT_NISM,True
P192,E33,7,3,97112,0.82,16,16,PN,PN,PN_PIQ,True
P193,E33,7,3,97112,1.49,6,6,CS,CS,CS_NGT_NISM,True
P194,E33,7,3,97112,1.1,6,6,CS,CS,CS_NGT_NISM,True
P195,E33,7,3,97112,1.25,6,6,CS,CS,CS_NGT_NISM,True
P196,E33,7,3,97112,4.23,16,16,PN,PN,PN_PIQ,True
P197,E33,7,3,97112,1.0,6,6,CS,CS,CS_NGT_NISM,True
P198,E33,7,3,97112,0.61,6,6,CS,CS,CS_NGT_NISM,True
P199,E33,7,3,97112,3.68,6,6,CS,CS,CS_NGT_NISM,True
P200,E33,7,3,97112,0.94,6,6,CS,CS,CS_NGT_NISM,True
P201,E33,7,3,97112,1.27,6,6,CS,CS,CS_NGT_NISM,True
P202,E33,7,3,97112,3.18,16,16,PN,PN,PN_PIQ,True
P203,E34,7,3,97126,0.44,6,6,CS,CS,CS_NGT_NISM,True
P204,E34,7,3,97108,0.34,6,6,CS,CS,CS_NGT_NISM,True
P205,E34,7,3,97108,0.57,16,16,PN,PN,PN_PIQ,True
P206,E34,7,3,97126,0.64,16,16,PN,PN,PN_PIQ,True
P207,E35,2,2,97128,0.5,16,16,PN,PN,PN_PIQ,True
P208,E36,2,2,97125,0.23,18,10,JA,JA,JA,True
P209,E36,2,2,97125,0.51,6,6,CS,CS,CS_NGT_NISM,True
P210,E36,2,2,97125,0.51,11,10,JA,JA,JA,True
P211,E36,2,2,97125,0.63,6,6,CS,CS,CS_NGT_NISM,True
P212,E36,2,2,97125,0.31,6,10,JA,JA,JA,True
P213,E36,2,2,97125,0.28,6,11,MA,MA,MA_ROTA,True
P214,E36,2,2,97125,0.15,11,10,JA,JA,JA,True
P215,E36,2,2,97125,0.61,11,18,IG,IG,IG_PLA,True
P216,E36,2,2,97125,0.54,6,6,CS,CS,CS_NGT_NISM,True
P217,E36,2,2,97125,0.34,6,6,CS,CS,CS_NGT_NISM,True
P218,E36,2,2,97125,0.31,6,6,CS,CS,CS_NGT_NISM,True
P219,E36,2,2,97125,0.73,6,10,JA,JA,JA,True
P220,E36,2,2,97125,0.53,18,11,MA,MA,MA_ROTA,True
P221,E37,7,3,97112,0.73,6,6,CS,CS,CS_NGT_NISM,True
P222,E37,7,3,97112,1.3,17,17,PN,PN,PN_PIQ,True
P223,E38,2,2,97125,0.36,20,20,VE,VE,VE_BTGT,True
P224,E38,2,2,97125,0.56,16,16,PN,PN,PN_PIQ,True
P225,E38,2,2,97125,0.2,16,16,PN,PN,PN_PIQ,True
P226,E38,2,2,97125,0.12,20,20,VE,VE,VE_BTGT,True
P227,E38,2,2,97125,0.71,16,16,PN,PN,PN_PIQ,True
P228,E38,2,2,97125,0.31,0,11,MA,MA,MA_ROTA,True
P229,E39,3,2,97119,4.07,16,16,PN,PN,PN_PIQ,True
P230,E40,7,3,97112,0.23,6,6,CS,CS,CS_NGT_NISM,True
P231,E40,7,3,97112,0.64,0,6,CS,CS,CS_NGT_NISM,True
P232,E40,7,3,97112,5.72,16,16,PN,PN,PN_PIQ,True
P233,E40,7,3,97112,3.52,16,16,PN,PN,PN_PIQ,True
P234,E40,7,3,97112,0.29,6,6,CS,CS,CS_NGT_NISM,True
P235,E40,7,3,97112,0.44,6,6,CS,CS,CS_NGT_NISM,True
P236,E40,7,3,97112,0.16,6,6,CS,CS,CS_NGT_NISM,True
P237,E40,7,3,97112,0.97,16,16,PN,PN,PN_PIQ,True
P238,E40,7,3,97112,0.62,6,6,CS,CS,CS_NGT_NISM,True
P239,E40,7,3,97112,0.18,16,6,CS,CS,CS_NGT_NISM,True
P240,E41,2,2,97128,2.57,16,16,PN,PN,PN_PIQ,True
P241,E42,2,2,97125,1.27,16,16,PN,PN,PN_PIQ,True
P242,E42,2,2,97125,0.6,16,16,PN,PN,PN_PIQ,True
P243,E42,2,2,97125,0.6,16,16,PN,PN,PN_PIQ,True
P244,E42,2,2,97125,0.75,16,16,PN,PN,PN_PIQ,True
P245,E43,7,3,97112,0.38,6,6,CS,CS,CS_NGT_NISM,True
P246,E43,7,3,97112,0.6,6,6,CS,CS,CS_NGT_NISM,True
P247,E43,7,3,97112,0.5,16,16,PN,PN,PN_PIQ,True
P248,E43,7,3,97112,0.09,16,16,PN,PN,PN_PIQ,True
P249,E43,7,3,97112,2.03,16,16,PN,PN,PN_PIQ,True
P250,E43,7,3,97112,0.5,6,6,CS,CS,CS_NGT_NISM,True
P251,E43,7,3,97112,0.61,6,6,CS,CS,CS_NGT_NISM,True
P252,E43,7,3,97112,0.28,6,6,CS,CS,CS_NGT_NISM,True
P253,E44,7,3,97112,0.86,6,6,CS,CS,CS_NGT_NISM,True
P254,E44,7,3,97112,1.19,6,6,CS,CS,CS_NGT_NISM,True
P255,E44,7,3,97112,0.22,6,6,CS,CS,CS_NGT_NISM,True
P256,E44,7,3,97112,0.39,17,17,PN,PN,PN_PIQ,True
P257,E44,7,3,97112,0.65,17,17,PN,PN,PN_PIQ,True
P258,E45,3,2,97119,0.54,6,6,CS,CS,CS_NGT_NISM,True
P259,E45,3,2,97119,2.79,16,16,PN,PN,PN_PIQ,True
P260,E45,3,2,97119,3.5,6,6,CS,CS,CS_NGT_NISM,True
P261,E45,3,2,97119,0.36,6,6,CS,CS,CS_NGT_NISM,True
P262,E45,3,2,97119,0.73,6,6,CS,CS,CS_NGT_NISM,True
P263,E46,3,2,97119,2.31,6,6,CS,CS,CS_NGT_NISM,True
P264,E46,3,2,97119,1.09,6,6,CS,CS,CS_NGT_NISM,True
P265,E46,3,2,97119,0.84,6,6,CS,CS,CS_NGT_NISM,True
P266,E46,3,2,97119,1.5,6,6,CS,CS,CS_NGT_NISM,True
P267,E46,3,2,97119,0.99,6,6,CS,CS,CS_NGT_NISM,True
P268,E46,3,2,97119,0.14,11,11,MA,MA,MA_ROTA,True
P269,E46,3,2,97119,0.13,6,6,CS,CS,CS_NGT_NISM,True
P270,E47,2,2,97128,1.1,16,16,PN,PN,PN_PIQ,True
P271,E47,2,2,97128,2.78,16,16,PN,PN,PN_PIQ,True
P272,E48,3,2,97122,1.15,10,10,JA,NC,,False
P273,E48,3,2,97119,0.29,20,20,VE,VE,VE_BTGT,True
P274,E48,3,2,97122,2.02,6,6,CS,CS,CS_NGT_NISM,True
P275,E48,3,2,97122,0.34,10,10,JA,NC,,False
P276,E48,3,2,97122,0.46,6,6,CS,CS,CS_NGT_NISM,True
P277,E48,3,2,97119,1.47,6,6,CS,CS,CS_NGT_NISM,True
P278,E48,3,2,97122,0.17,0,10,JA,NC,,False
P279,E48,3,2,97122,0.88,6,6,CS,CS,CS_NGT_NISM,True
P280,E48,3,2,97119,1.16,6,6,CS,CS,CS_NGT_NISM,True
P281,E48,3,2,97119,0.63,6,6,CS,CS,CS_NGT_NISM,True
P282,E48,3,2,97119,0.1,6,6,CS,CS,CS_NGT_NISM,True
P283,E48,3,2,97122,1.19,6,6,CS,CS,CS_NGT_NISM,True
P284,E48,3,2,97119,1.23,6,6,CS,CS,CS_NGT_NISM,True
P285,E48,3,2,97122,2.47,6,6,CS,CS,CS_NGT_NISM,True
P286,E48,3,2,97122,2.5,6,6,CS,CS,CS_NGT_NISM,True
P287,E49,7,3,97108,1.04,6,6,CS,CS,CS_NGT_NISM,True
P288,E49,7,3,97108,1.08,6,6,CS,CS,CS_NGT_NISM,True
P289,E49,7,3,97108,0.5,16,16,PN,PN,PN_PIQ,True
P290,E49,7,3,97126,6.74,16,16,PN,PN,PN_PIQ,True
P291,E50,2,2,97128,0.41,6,6,CS,CS,CS_NGT_NISM,True
P292,E50,2,2,97128,0.11,6,6,CS,CS,CS_NGT_NISM,True
P293,E50,2,2,97128,1.61,6,6,CS,CS,CS_NGT_NISM,True
P294,E50,2,2,97128,0.48,6,6,CS,CS,CS_NGT_NISM,True
P295,E51,7,3,97112,0.58,6,6,CS,CS,CS_NGT_NISM,True
P296,E51,7,3,97112,0.44,6,6,CS,CS,CS_NGT_NISM,True
P297,E52,7,3,97108,0.58,6,6,CS,CS,CS_NGT_NISM,True
P298,E52,7,3,97108,0.99,17,17,PN,PN,PN_PIQ,True
P299,E52,7,3,97108,0.43,6,6,CS,CS,CS_NGT_NISM,True
P300,E53,3,2,97119,2.31,6,6,CS,CS,CS_NGT_NISM,True
P301,E53,3,2,97119,1.96,6,6,CS,CS,CS_NGT_NISM,True
P302,E53,3,2,97119,0.82,6,6,CS,CS,CS_NGT_NISM,True
P303,E53,3,2,97119,2.74,10,10,JA,NC,,False
P304,E53,3,2,97119,1.35,6,6,CS,CS,CS_NGT_NISM,True
P305,E54,3,2,97119,0.42,10,10,JA,NC,,False
P306,E54,3,2,97119,0.82,17,16,PN,PN,PN_PIQ,True
P307,E54,3,2,97119,0.15,10,18,IG,IG,IG_PLA,True
P308,E54,3,2,97119,2.63,16,16,PN,PN,PN_PIQ,True
P309,E54,3,2,97119,0.49,6,6,CS,CS,CS_NGT_NISM,True
P310,E55,3,2,97119,1.81,6,10,JA,JA,JA,True
P311,E55,3,2,97119,0.27,6,10,JA,JA,JA,True
P312,E55,3,2,97119,0.22,6,6,CS,CS,CS_NGT_NISM,True
P313,E55,3,2,97119,3.04,6,6,CS,CS,CS_NGT_NISM,True
P314,E55,3,2,97119,1.41,6,6,CS,CS,CS_NGT_NISM,True
P315,E56,3,2,97119,0.57,6,6,CS,CS,CS_NGT_NISM,True
P316,E56,3,2,97119,0.84,6,6,CS,CS,CS_NGT_NISM,True
P317,E56,3,2,97119,0.11,11,11,MA,MA,MA_ROTA,True
P318,E56,3,2,97119,0.03,20,11,MA,MA,MA_ROTA,True
P319,E57,7,3,97112,1.27,16,16,PN,PN,PN_PIQ,True
P320,E57,7,3,97112,0.7,6,6,CS,CS,CS_NGT_NISM,True
P321,E57,7,3,97112,1.17,6,6,CS,CS,CS_NGT_NISM,True
P322,E57,7,3,97112,1.04,16,16,PN,PN,PN_PIQ,True
P323,E57,7,3,97112,0.54,6,6,CS,CS,CS_NGT_NISM,True
P324,E57,7,3,97112,0.11,6,6,CS,CS,CS_NGT_NISM,True
P325,E57,7,3,97112,0.71,6,6,CS,CS,CS_NGT_NISM,True
P326,E57,7,3,97112,0.4,6,6,CS,CS,CS_NGT_NISM,True
P327,E57,7,3,97112,0.72,16,16,PN,PN,PN_PIQ,True
P328,E57,7,3,97112,0.13,6,6,CS,CS,CS_NGT_NISM,True
P329,E57,7,3,97112,0.27,6,6,CS,CS,CS_NGT_NISM,True
P330,E57,7,3,97112,0.67,16,16,PN,PN,PN_PIQ,True
P331,E57,7,3,97112,0.24,6,6,CS,CS,CS_NGT_NISM,True
P332,E57,7,3,97112,0.21,6,6,CS,CS,CS_NGT_NISM,True
P333,E57,7,3,97112,0.18,11,11,MA,MA,MA_ROTA,True
P334,E57,7,3,97112,1.05,16,16,PN,PN,PN_PIQ,True
P335,E57,7,3,97112,0.43,6,6,CS,CS,CS_NGT_NISM,True
P336,E57,7,3,97112,0.45,14,6,CS,CS,CS_NGT_NISM,True
P337,E57,7,3,97112,1.15,14,6,CS,CS,CS_NGT_NISM,True
P338,E58,2,2,97128,1.46,6,6,CS,CS,CS_NGT_NISM,True
P339,E58,2,2,97128,0.81,17,17,PN,PN,PN_PIQ,True
P340,E58,2,2,97128,0.11,3,3,BC,BC,BC_BT,True
P341,E58,2,2,97128,0.48,16,16,PN,PN,PN_PIQ,True
P342,E59,2,2,97128,0.04,10,11,MA,MA,MA_ROTA,True
P343,E59,2,2,97128,0.76,6,6,CS,CS,CS_NGT_NISM,True
P344,E59,2,2,97128,0.23,17,17,PN,PN,PN_PIQ,True
P345,E59,2,2,97128,0.04,18,18,IG,IG,IG_PLA,True
P346,E59,2,2,97117,1.81,17,17,PN,PN,PN_PIQ,True
P347,E60,7,3,97126,0.7,6,6,CS,CS,CS_NGT_NISM,True
P348,E60,7,3,97126,0.29,6,6,CS,CS,CS_NGT_NISM,True
P349,E60,7,3,97126,0.96,17,17,PN,PN,PN_PIQ,True
P350,E60,7,3,97126,0.4,11,11,MA,MA,MA_ROTA,True
P351,E61,7,3,97126,0.43,6,6,CS,CS,CS_NGT_NISM,True
P352,E61,7,3,97126,0.42,6,6,CS,CS,CS_NGT_NISM,True
P353,E61,7,3,97126,0.47,17,17,PN,PN,PN_PIQ,True
P354,E61,7,3,97126,0.71,17,17,PN,PN,PN_PIQ,True
P355,E61,7,3,97126,0.7,17,17,PN,PN,PN_PIQ,True
P356,E61,7,3,97126,0.66,6,6,CS,CS,CS_NGT_NISM,True
P357,E62,7,3,97126,0.81,6,6,CS,CS,CS_NGT_NISM,True
P358,E62,7,3,97126,1.08,17,17,PN,PN,PN_PIQ,True
P359,E62,7,3,97126,0.95,6,16,PN,PN,PN_PIQ,True
P360,E62,7,3,97126,0.78,16,16,PN,PN,PN_PIQ,True
P361,E62,7,3,97126,0.37,16,16,PN,PN,PN_PIQ,True
P362,E62,7,3,97126,0.98,16,16,PN,PN,PN_PIQ,True
P363,E62,7,3,97126,1.08,6,6,CS,CS,CS_NGT_NISM,True
P364,E62,7,3,97126,1.83,16,16,PN,PN,PN_PIQ,True
P365,E62,7,3,97126,3.03,0,16,PN,PN,PN_PIQ,True
P366,E63,4,1,97118,0.48,6,6,CS,CS,CS_NGT_NISM,True
P367,E63,4,1,97118,0.52,6,6,CS,CS,CS_NGT_NISM,True
P368,E63,4,1,97118,1.25,6,6,CS,CS,CS_NGT_NISM,True
