plot,farm,region,island,commune,surface_ha,code_cult_2016,code_cult_2017,groupe_brut,groupe_resolu,culture_representante,cultive
P9278,E1364,1,2,97116,1.15,6,6,CS,CS,CS_NGT_NISM,True
P9279,E1365,2,2,97117,0.89,6,6,CS,CS,CS_NGT_NISM,True
P9280,E1365,2,2,97117,0.18,17,17,PN,PN,PN_PIQ,True
P9281,E1365,2,2,97117,0.11,16,16,PN,PN,PN_PIQ,True
P9282,E1365,2,2,97117,0.39,17,17,PN,PN,PN_PIQ,True
P9283,E1365,2,2,97117,0.2,16,16,PN,PN,PN_PIQ,True
P9284,E1366,2,2,97117,1.36,6,6,CS,CS,CS_NGT_NISM,True
P9285,E1366,2,2,97117,0.25,6,17,PN,PN,PN_PIQ,True
P9286,E1366,2,2,97117,0.38,6,17,PN,PN,PN_PIQ,True
P9287,E1366,2,2,97117,0.62,16,16,PN,PN,PN_PIQ,True
P9288,E1366,2,2,97117,0.48,6,6,CS,CS,CS_NGT_NISM,True
P9289,E1367,2,2,97117,0.89,6,6,CS,CS,CS_NGT_NISM,True
P9290,E1368,1,2,97116,0.89,6,6,CS,CS,CS_NGT_NISM,True
P9291,E1369,1,2,97101,0.55,6,6,CS,CS,CS_NGT_NISM,True
P9292,E1369,1,2,97101,0.4,17,17,PN,PN,PN_PIQ,True
P9293,E1369,1,2,97101,0.3,6,6,CS,CS,CS_NGT_NISM,True
P9294,E1369,1,2,97101,0.16,17,17,PN,PN,PN_PIQ,True
P9295,E1370,2,2,97117,1.71,6,6,CS,CS,CS_NGT_NISM,True
P9296,E1370,2,2,97117,2.4,6,6,CS,CS,CS_NGT_NISM,True
P9297,E1371,2,2,97117,0.6,16,16,PN,PN,PN_PIQ,True
P9298,E1371,2,2,97117,0.52,16,16,PN,PN,PN_PIQ,True
P9299,E1371,2,2,97117,1.85,0,10,JA,NC,,False
P9300,E1371,3,2,97119,2.21,0,10,JA,NC,,False
P9301,E1371,3,2,97119,3.03,0,16,PN,PN,PN_PIQ,True
P9302,E1371,3,2,97119,2.11,0,10,JA,NC,,False
P9303,E1371,3,2,97119,1.6,0,16,PN,PN,PN_PIQ,True
P9304,E1371,3,2,97119,1.57,0,16,PN,PN,PN_PIQ,True
P9305,E1371,1,2,97116,11.97,0,16,PN,PN,PN_PIQ,True
P9306,E1372,2,2,97117,1.12,11,11,MA,MA,MA_ROTA,True
P9307,E1372,2,2,97117,0.67,11,11,MA,MA,MA_ROTA,True
P9308,E1373,1,2,97101,0.25,14,14,NC,NC,,False
P9309,E1373,1,2,97101,2.55,6,6,CS,CS,CS_NGT_NISM,True
P9310,E1373,1,2,97101,0.28,6,6,CS,CS,CS_NGT_NISM,True
P9311,E1373,1,2,97101,2.76,6,6,CS,CS,CS_NGT_NISM,True
P9312,E1373,1,2,97101,0.38,6,6,CS,CS,CS_NGT_NISM,True
P9313,E1373,1,2,97101,1.46,6,6,CS,CS,CS_NGT_NISM,True
P9314,E1374,3,2,97119,1.52,6,6,CS,CS,CS_NGT_NISM,True
P9315,E1374,3,2,97119,2.08,6,6,CS,CS,CS_NGT_NISM,True
P9316,E1374,3,2,97119,0.61,6,6,CS,CS,CS_NGT_NISM,True
P9317,E1374,3,2,97119,5.2,6,6,CS,CS,CS_NGT_NISM,True
P9318,E1374,3,2,97119,0.91,6,6,CS,CS,CS_NGT_NISM,True
P9319,E1374,3,2,97119,1.58,0,6,CS,CS,CS_NGT_NISM,True
P9320,E1375,2,2,97117,1.51,6,6,CS,CS,CS_NGT_NISM,True
P9321,E1375,2,2,97117,4.48,17,17,PN,PN,PN_PIQ,True
P9322,E1375,2,2,97117,0.26,6,6,CS,CS,CS_NGT_NISM,True
P9323,E1375,2,2,97117,0.63,10,10,JA,NC,,False
P9324,E1375,2,2,97117,1.17,6,6,CS,CS,CS_NGT_NISM,True
P9325,E1375,2,2,97117,1.09,6,6,CS,CS,CS_NGT_NISM,True
P9326,E1376,2,2,97117,1.35,10,6,CS,CS,CS_NGT_NISM,True
P9327,E1376,2,2,97117,0.64,10,10,JA,NC,,False
P9328,E1377,2,2,97117,1.57,6,6,CS,CS,CS_NGT_NISM,True
P9329,E1377,2,2,97117,0.48,17,17,PN,PN,PN_PIQ,True
P9330,E1377,2,2,97117,0.35,6,6,CS,CS,CS_NGT_NISM,True
P9331,E1377,2,2,97117,3.02,17,17,PN,PN,PN_PIQ,True
P9332,E1377,2,2,97117,0.51,10,17,PN,PN,PN_PIQ,True
P9333,E1378,2,2,97117,1.48,6,6,CS,CS,CS_NGT_NISM,True
P9334,E1378,2,2,97117,2.23,6,6,CS,CS,CS_NGT_NISM,True
P9335,E1378,2,2,97117,2.22,6,6,CS,CS,CS_NGT_NISM,True
P9336,E1378,2,2,97117,0.79,16,16,PN,PN,PN_PIQ,True
P9337,E1379,2,2,97117,0.94,11,11,MA,MA,MA_ROTA,True
P9338,E1379,2,2,97117,0.31,18,10,JA,JA,JA,True
P9339,E1380,2,2,97117,2.62,6,6,CS,CS,CS_NGT_NISM,True
P9340,E1380,2,2,97117,2.23,6,6,CS,CS,CS_NGT_NISM,True
P9341,E1381,3,2,97119,2.98,6,6,CS,CS,CS_NGT_NISM,True
P9342,E1381,3,2,97119,2.25,6,6,CS,CS,CS_NGT_NISM,True
P9343,E1381,3,2,97119,1.77,6,6,CS,CS,CS_NGT_NISM,True
P9344,E1381,3,2,97119,0.76,6,6,CS,CS,CS_NGT_NISM,True
P9345,E1381,3,2,97119,1.05,6,6,CS,CS,CS_NGT_NISM,True
P9346,E1381,3,2,97119,0.42,6,6,CS,CS,CS_NGT_NISM,True
P9347,E1381,3,2,97119,0.71,6,6,CS,CS,CS_NGT_NISM,True
P9348,E1381,3,2,97119,1.23,6,6,CS,CS,CS_NGT_NISM,True
P9349,E1381,3,2,97119,0.57,6,6,CS,CS,CS_NGT_NISM,True
P9350,E1381,3,2,97119,0.57,6,6,CS,CS,CS_NGT_NISM,True
P9351,E1382,2,2,97125,0.38,11,11,MA,MA,MA_ROTA,True
P9352,E1382,2,2,97117,2.36,6,6,CS,CS,CS_NGT_NISM,True
P9353,E1383,1,2,97116,1.83,6,6,CS,CS,CS_NGT_NISM,True
P9354,E1383,1,2,97116,0.13,17,17,PN,PN,PN_PIQ,True
P9355,E1384,2,2,97117,0.8,6,6,CS,CS,CS_NGT_NISM,True
P9356,E1384,2,2,97117,0.32,6,10,JA,JA,JA,True
P9357,E1385,3,2,97119,1.82,6,6,CS,CS,CS_NGT_NISM,True
P9358,E1385,3,2,97119,1.49,6,6,CS,CS,CS_NGT_NISM,True
P9359,E1385,3,2,97119,0.58,6,6,CS,CS,CS_NGT_NISM,True
P9360,E1385,3,2,97119,2.09,6,6,CS,CS,CS_NGT_NISM,True
P9361,E1385,3,2,97119,0.71,17,17,PN,PN,PN_PIQ,True
P9362,E1385,3,2,97119,0.94,6,6,CS,CS,CS_NGT_NISM,True
P9363,E1385,3,2,97119,0.93,6,6,CS,CS,CS_NGT_NISM,True
P9364,E1386,3,2,97119,1.47,4,6,CS,CS,CS_NGT_NISM,True
P9365,E1386,3,2,97119,0.92,10,10,JA,NC,,False
P9366,E1386,3,2,97119,1.05,4,6,CS,CS,CS_NGT_NISM,True
P9367,E1386,3,2,97119,2.5,6,6,CS,CS,CS_NGT_NISM,True
P9368,E1386,1,2,97116,1.24,6,6,CS,CS,CS_NGT_NISM,True
P9369,E1386,3,2,97119,0.67,10,10,JA,NC,,False
P9370,E1386,3,2,97119,0.64,10,10,JA,NC,,False
P9371,E1386,1,2,97116,1.55,6,6,CS,CS,CS_NGT_NISM,True
P9372,E1387,2,2,97117,0.5,6,6,CS,CS,CS_NGT_NISM,True
P9373,E1387,7,3,97112,0.81,6,6,CS,CS,CS_NGT_NISM,True
P9374,E1388,3,2,97122,3.23,10,10,JA,NC,,False
P9375,E1388,3,2,97119,7.3,6,6,CS,CS,CS_NGT_NISM,True
P9376,E1388,3,2,97122,1.53,10,10,JA,NC,,False
P9377,E1388,3,2,97122,2.61,10,10,JA,NC,,False
P9378,E1388,3,2,97122,0.41,12,12,MA,MA,MA_ROTA,True
P9379,E1388,3,2,97122,1.0,10,20,VE,VE,VE_BTGT,True
P9380,E1388,3,2,97122,1.59,10,10,JA,NC,,False
P9381,E1388,3,2,97122,0.55,10,10,JA,NC,,False
P9382,E1389,2,2,97117,0.76,6,6,CS,CS,CS_NGT_NISM,True
P9383,E1389,2,2,97117,0.98,6,6,CS,CS,CS_NGT_NISM,True
P9384,E1389,2,2,97117,0.79,16,16,PN,PN,PN_PIQ,True
P9385,E1389,2,2,97117,0.8,6,6,CS,CS,CS_NGT_NISM,True
P9386,E1389,2,2,97117,1.2,6,6,CS,CS,CS_NGT_NISM,True
P9387,E1389,2,2,97117,1.45,6,6,CS,CS,CS_NGT_NISM,True
P9388,E1389,2,2,97117,0.04,16,16,PN,PN,PN_PIQ,True
P9389,E1389,2,2,97117,0.7,16,16,PN,PN,PN_PIQ,True
P9390,E1390,6,1,97109,0.43,4,4,BA,BA,BA_INT,True
P9391,E1390,5,1,97107,0.41,10,10,JA,NC,,False
P9392,E1390,6,1,97109,0.35,11,11,MA,MA,MA_ROTA,True
P9393,E1390,6,1,97109,0.55,4,4,BA,BA,BA_INT,True
P9394,E1390,6,1,97109,0.57,11,11,MA,MA,MA_ROTA,True
P9395,E1390,6,1,97109,0.9,4,4,BA,BA,BA_INT,True
P9396,E1390,5,1,97107,1.77,10,10,JA,NC,,False
P9397,E1390,5,1,97107,0.22,10,10,JA,NC,,False
P9398,E1390,5,1,97107,1.09,4,4,BA,BA,BA_INT,True
P9399,E1390,5,1,97107,0.29,4,4,BA,BA,BA_INT,True
P9400,E1390,6,1,97109,0.4,4,4,BA,BA,BA_INT,True
P9401,E1390,5,1,97107,0.47,10,10,JA,NC,,False
P9402,E1390,6,1,97109,0.38,4,4,BA,BA,BA_INT,True
P9403,E1390,5,1,97107,0.35,4,4,BA,BA,BA_INT,True
P9404,E1390,5,1,97107,0.56,10,10,JA,NC,,False
P9405,E1390,5,1,97107,0.24,4,4,BA,BA,BA_INT,True
P9406,E1390,5,1,97107,1.75,4,4,BA,BA,BA_INT,True
P9407,E1390,5,1,97107,0.57,4,4,BA,BA,BA_INT,True
P9408,E1390,6,1,97109,0.67,10,10,JA,NC,,False
P9409,E1390,6,1,97109,0.31,4,4,BA,BA,BA_INT,True
P9410,E1390,6,1,97109,0.17,4,4,BA,BA,BA_INT,True
P9411,E1391,7,3,97108,0.73,6,17,PN,PN,PN_PIQ,True
P9412,E1391,7,3,97108,0.46,6,6,CS,CS,CS_NGT_NISM,True
P9413,E1391,7,3,97108,0.77,6,6,CS,CS,CS_NGT_NISM,True
P9414,E1392,7,3,97112,0.17,6,6,CS,CS,CS_NGT_NISM,True
P9415,E1392,7,3,97112,0.38,6,6,CS,CS,CS_NGT_NISM,True
P9416,E1392,7,3,97112,0.16,17,17,PN,PN,PN_PIQ,True
P9417,E1392,7,3,97112,0.27,6,6,CS,CS,CS_NGT_NISM,True
P9418,E1393,7,3,97126,0.39,6,6,CS,CS,CS_NGT_NISM,True
P9419,E1393,7,3,97126,0.36,16,16,PN,PN,PN_PIQ,True
P9420,E1393,7,3,97126,0.17,6,6,CS,CS,CS_NGT_NISM,True
P9421,E1393,7,3,97126,0.35,16,16,PN,PN,PN_PIQ,True
P9422,E1393,7,3,97126,0.22,6,6,CS,CS,CS_NGT_NISM,True
P9423,E1393,7,3,97126,0.54,6,6,CS,CS,CS_NGT_NISM,True
P9424,E1393,7,3,97126,0.21,6,6,CS,CS,CS_NGT_NISM,True
P9425,E1393,7,3,97126,0.1,6,6,CS,CS,CS_NGT_NISM,True
P9426,E1393,7,3,97126,0.1,6,6,CS,CS,CS_NGT_NISM,True
P9427,E1394,7,3,97108,0.99,6,6,CS,CS,CS_NGT_NISM,True
P9428,E1394,7,3,97108,1.17,6,6,CS,CS,CS_NGT_NISM,True
P9429,E1394,7,3,97108,0.44,6,6,CS,CS,CS_NGT_NISM,True
P9430,E1394,7,3,97108,0.22,6,6,CS,CS,CS_NGT_NISM,True
P9431,E1394,7,3,97108,0.94,6,6,CS,CS,CS_NGT_NISM,True
P9432,E1394,7,3,97108,0.3,6,6,CS,CS,CS_NGT_NISM,True
P9433,E1394,7,3,97108,0.69,16,16,PN,PN,PN_PIQ,True
P9434,E1394,7,3,97108,0.69,16,16,PN,PN,PN_PIQ,True
P9435,E1394,7,3,97108,0.17,6,6,CS,CS,CS_NGT_NISM,True
P9436,E1395,7,3,97126,1.91,16,16,PN,PN,PN_PIQ,True
P9437,E1395,7,3,97126,0.54,6,6,CS,CS,CS_NGT_NISM,True
P9438,E1395,7,3,97126,1.41,16,16,PN,PN,PN_PIQ,True
P9439,E1395,7,3,97126,0.1,6,6,CS,CS,CS_NGT_NISM,True
P9440,E1396,7,3,97108,0.25,6,6,CS,CS,CS_NGT_NISM,True
P9441,E1396,7,3,97108,0.08,11,11,MA,MA,MA_ROTA,True
P9442,E1396,7,3,97108,0.12,11,11,MA,MA,MA_ROTA,True
P9443,E1396,7,3,97108,0.31,6,6,CS,CS,CS_NGT_NISM,True
P9444,E1396,7,3,97108,0.16,0,6,CS,CS,CS_NGT_NISM,True
P9445,E1396,7,3,97108,0.32,16,16,PN,PN,PN_PIQ,True
P9446,E1397,7,3,97112,0.61,6,6,CS,CS,CS_NGT_NISM,True
P9447,E1398,7,3,97126,0.16,6,6,CS,CS,CS_NGT_NISM,True
P9448,E1398,7,3,97126,0.12,20,20,VE,VE,VE_BTGT,True
P9449,E1398,7,3,97126,0.05,17,17,PN,PN,PN_PIQ,True
P9450,E1398,7,3,97126,1.4,14,14,NC,NC,,False
P9451,E1398,7,3,97126,0.53,6,6,CS,CS,CS_NGT_NISM,True
P9452,E1398,7,3,97126,0.8,17,17,PN,PN,PN_PIQ,True
P9453,E1398,7,3,97126,0.43,6,6,CS,CS,CS_NGT_NISM,True
P9454,E1399,7,3,97112,0.65,6,6,CS,CS,CS_NGT_NISM,True
P9455,E1399,7,3,97112,0.57,6,6,CS,CS,CS_NGT_NISM,True
P9456,E1400,7,3,97112,0.6,6,6,CS,CS,CS_NGT_NISM,True
P9457,E1400,7,3,97112,0.45,6,6,CS,CS,CS_NGT_NISM,True
P9458,E1400,7,3,97112,0.83,16,16,PN,PN,PN_PIQ,True
P9459,E1401,7,3,97108,0.45,14,6,CS,CS,CS_NGT_NISM,True
P9460,E1401,7,3,97108,0.11,11,11,MA,MA,MA_ROTA,True
P9461,E1401,7,3,97108,0.23,17,17,PN,PN,PN_PIQ,True
P9462,E1401,7,3,97108,0.26,6,6,CS,CS,CS_NGT_NISM,True
P9463,E1401,7,3,97108,0.46,6,6,CS,CS,CS_NGT_NISM,True
P9464,E1401,7,3,97108,0.47,6,6,CS,CS,CS_NGT_NISM,True
P9465,E1401,7,3,97108,2.71,17,17,PN,PN,PN_PIQ,True
P9466,E1401,7,3,97108,0.61,6,6,CS,CS,CS_NGT_NISM,True
P9467,E1402,7,3,97112,0.19,6,6,CS,CS,CS_NGT_NISM,True
P9468,E1402,7,3,97112,0.68,6,6,CS,CS,CS_NGT_NISM,True
P9469,E1403,7,3,97126,1.79,6,6,CS,CS,CS_NGT_NISM,True
P9470,E1403,7,3,97126,0.98,14,6,CS,CS,CS_NGT_NISM,True
P9471,E1403,7,3,97126,3.26,16,16,PN,PN,PN_PIQ,True
P9472,E1403,7,3,97126,0.26,6,6,CS,CS,CS_NGT_NISM,True
P9473,E1403,7,3,97126,1.17,6,6,CS,CS,CS_NGT_NISM,True
P9474,E1403,7,3,97126,0.14,6,6,CS,CS,CS_NGT_NISM,True
P9475,E1403,7,3,97126,0.1,6,6,CS,CS,CS_NGT_NISM,True
P9476,E1404,7,3,97108,0.36,6,6,CS,CS,CS_NGT_NISM,True
P9477,E1404,7,3,97108,0.41,6,6,CS,CS,CS_NGT_NISM,True
P9478,E1404,7,3,97108,0.16,16,16,PN,PN,PN_PIQ,True
P9479,E1404,7,3,97108,0.2,16,16,PN,PN,PN_PIQ,True
P9480,E1404,7,3,97108,0.2,6,6,CS,CS,CS_NGT_NISM,True
P9481,E1404,7,3,97108,0.81,16,16,PN,PN,PN_PIQ,True
P9482,E1405,7,3,97108,0.86,6,6,CS,CS,CS_NGT_NISM,True
P9483,E1405,7,3,97108,0.3,18,18,IG,IG,IG_PLA,True
P9484,E1405,7,3,97108,0.42,6,6,CS,CS,CS_NGT_NISM,True
P9485,E1406,7,3,97126,0.71,16,16,PN,PN,PN_PIQ,True
P9486,E1406,7,3,97126,1.19,6,6,CS,CS,CS_NGT_NISM,True
P9487,E1406,7,3,97126,1.25,16,16,PN,PN,PN_PIQ,True
P9488,E1407,2,2,97117,0.55,6,6,CS,CS,CS_NGT_NISM,True
P9489,E1408,2,2,97117,1.2,6,6,CS,CS,CS_NGT_NISM,True
P9490,E1408,2,2,97117,0.72,6,6,CS,CS,CS_NGT_NISM,True
P9491,E1408,2,2,97117,1.35,14,14,NC,NC,,False
P9492,E1409,7,3,97108,0.69,6,6,CS,CS,CS_NGT_NISM,True
P9493,E1409,7,3,97126,1.03,6,6,CS,CS,CS_NGT_NISM,True
P9494,E1410,1,2,97116,0.47,6,6,CS,CS,CS_NGT_NISM,True
P9495,E1410,1,2,97116,0.38,6,6,CS,CS,CS_NGT_NISM,True
P9496,E1410,1,2,97116,0.46,6,6,CS,CS,CS_NGT_NISM,True
P9497,E1411,2,2,97117,0.65,16,16,PN,PN,PN_PIQ,True
P9498,E1411,2,2,97117,1.04,10,10,JA,NC,,False
P9499,E1411,2,2,97117,0.22,16,16,PN,PN,PN_PIQ,True
P9500,E1411,2,2,97117,2.19,6,6,CS,CS,CS_NGT_NISM,True
P9501,E1411,2,2,97117,1.01,6,6,CS,CS,CS_NGT_NISM,True
P9502,E1411,2,2,97117,1.08,6,6,CS,CS,CS_NGT_NISM,True
P9503,E1411,2,2,97117,0.06,16,16,PN,PN,PN_PIQ,True
P9504,E1412,3,2,97119,0.35,6,6,CS,CS,CS_NGT_NISM,True
P9505,E1412,3,2,97119,3.96,6,6,CS,CS,CS_NGT_NISM,True
P9506,E1412,3,2,97119,1.17,6,6,CS,CS,CS_NGT_NISM,True
P9507,E1412,3,2,97119,1.08,6,6,CS,CS,CS_NGT_NISM,True
P9508,E1412,3,2,97119,0.93,6,6,CS,CS,CS_NGT_NISM,True
P9509,E1412,3,2,97119,0.49,6,6,CS,CS,CS_NGT_NISM,True
P9510,E1412,3,2,97119,0.18,14,14,NC,NC,,False
P9511,E1413,7,3,97112,0.61,16,16,PN,PN,PN_PIQ,True
P9512,E1413,7,3,97112,1.33,16,16,PN,PN,PN_PIQ,True
P9513,E1413,7,3,97126,0.6,6,6,CS,CS,CS_NGT_NISM,True
P9514,E1413,7,3,97126,0.18,6,6,CS,CS,CS_NGT_NISM,True
P9515,E1414,7,3,97112,0.52,6,6,CS,CS,CS_NGT_NISM,True
P9516,E1415,7,3,97108,0.83,6,6,CS,CS,CS_NGT_NISM,True
P9517,E1416,3,2,97119,1.17,6,6,CS,CS,CS_NGT_NISM,True
P9518,E1416,3,2,97119,0.53,6,6,CS,CS,CS_NGT_NISM,True
P9519,E1416,3,2,97119,0.71,6,6,CS,CS,CS_NGT_NISM,True
P9520,E1417,1,2,97116,0.75,17,6,CS,CS,CS_NGT_NISM,True
P9521,E1417,1,2,97116,0.56,6,6,CS,CS,CS_NGT_NISM,True
P9522,E1417,1,2,97116,3.04,16,16,PN,PN,PN_PIQ,True
P9523,E1417,1,2,97116,1.62,6,6,CS,CS,CS_NGT_NISM,True
P9524,E1417,1,2,97116,1.79,6,6,CS,CS,CS_NGT_NISM,True
P9525,E1418,3,2,97102,0.37,14,14,NC,NC,,False
P9526,E1418,3,2,97102,1.59,6,6,CS,CS,CS_NGT_NISM,True
P9527,E1418,3,2,97102,0.37,14,6,CS,CS,CS_NGT_NISM,True
P9528,E1418,3,2,97102,1.76,6,6,CS,CS,CS_NGT_NISM,True
P9529,E1418,3,2,97102,0.6,6,6,CS,CS,CS_NGT_NISM,True
P9530,E1418,3,2,97102,0.87,6,6,CS,CS,CS_NGT_NISM,True
P9531,E1418,3,2,97102,3.03,6,6,CS,CS,CS_NGT_NISM,True
P9532,E1418,3,2,97102,1.78,6,6,CS,CS,CS_NGT_NISM,True
P9533,E1419,2,2,97117,0.6,6,6,CS,CS,CS_NGT_NISM,True
P9534,E1419,2,2,97117,3.09,16,16,PN,PN,PN_PIQ,True
P9535,E1419,2,2,97117,0.44,16,16,PN,PN,PN_PIQ,True
P9536,E1419,2,2,97117,0.52,6,6,CS,CS,CS_NGT_NISM,True
P9537,E1419,2,2,97117,0.62,16,16,PN,PN,PN_PIQ,True
P9538,E1420,2,2,97117,0.49,17,17,PN,PN,PN_PIQ,True
P9539,E1420,2,2,97117,0.77,6,6,CS,CS,CS_NGT_NISM,True
P9540,E1420,2,2,97117,0.33,17,17,PN,PN,PN_PIQ,True
P9541,E1420,2,2,97117,0.37,6,6,CS,CS,CS_NGT_NISM,True
P9542,E1421,2,2,97117,0.58,6,10,JA,JA,JA,True
P9543,E1421,2,2,97117,0.92,6,6,CS,CS,CS_NGT_NISM,True
P9544,E1421,2,2,97117,1.66,11,11,MA,MA,MA_ROTA,True
P9545,E1421,2,2,97117,1.32,6,6,CS,CS,CS_NGT_NISM,True
P9546,E1421,2,2,97117,0.43,18,11,MA,MA,MA_ROTA,True
P9547,E1421,2,2,97117,0.76,17,10,JA,JA,JA,True
P9548,E1421,2,2,97117,1.48,6,6,CS,CS,CS_NGT_NISM,True
P9549,E1421,2,2,97117,0.47,6,10,JA,JA,JA,True
P9550,E1421,2,2,97117,1.08,6,6,CS,CS,CS_NGT_NISM,True
P9551,E1421,2,2,97117,1.57,6,6,CS,CS,CS_NGT_NISM,True
P9552,E1421,2,2,97117,0.79,6,6,CS,CS,CS_NGT_NISM,True
P9553,E1421,2,2,97117,0.21,17,17,PN,PN,PN_PIQ,True
P9554,E1421,2,2,97117,0.2,17,17,PN,PN,PN_PIQ,True
P9555,E1421,2,2,97117,0.66,18,11,MA,MA,MA_ROTA,True
P9556,E1421,2,2,97117,0.99,6,6,CS,CS,CS_NGT_NISM,True
P9557,E1422,2,2,97117,0.36,11,11,MA,MA,MA_ROTA,True
P9558,E1422,2,2,97117,0.16,16,16,PN,PN,PN_PIQ,True
P9559,E1422,1,2,97116,0.91,6,6,CS,CS,CS_NGT_NISM,True
P9560,E1422,1,2,97116,1.89,6,6,CS,CS,CS_NGT_NISM,True
P9561,E1422,1,2,97116,0.87,6,6,CS,CS,CS_NGT_NISM,True
P9562,E1422,2,2,97117,1.85,16,16,PN,PN,PN_PIQ,True
P9563,E1422,1,2,97116,0.37,6,6,CS,CS,CS_NGT_NISM,True
P9564,E1423,3,2,97119,0.21,6,16,PN,PN,PN_PIQ,True
P9565,E1423,3,2,97119,0.23,6,6,CS,CS,CS_NGT_NISM,True
P9566,E1423,3,2,97119,0.73,6,6,CS,CS,CS_NGT_NISM,True
P9567,E1423,3,2,97119,0.05,14,14,NC,NC,,False
P9568,E1423,3,2,97119,2.17,17,17,PN,PN,PN_PIQ,True
P9569,E1424,3,2,97102,0.82,6,6,CS,CS,CS_NGT_NISM,True
P9570,E1424,3,2,97119,0.44,6,6,CS,CS,CS_NGT_NISM,True
P9571,E1424,3,2,97119,0.37,16,16,PN,PN,PN_PIQ,True
P9572,E1424,3,2,97119,0.4,16,16,PN,PN,PN_PIQ,True
P9573,E1424,3,2,97119,1.89,6,6,CS,CS,CS_NGT_NISM,True
P9574,E1424,3,2,97119,2.23,16,16,PN,PN,PN_PIQ,True
P9575,E1424,3,2,97119,0.47,6,6,CS,CS,CS_NGT_NISM,True
P9576,E1424,3,2,97119,0.94,6,6,CS,CS,CS_NGT_NISM,True
P9577,E1424,3,2,97119,0.49,6,6,CS,CS,CS_NGT_NISM,True
P9578,E1425,3,2,97119,1.01,6,6,CS,CS,CS_NGT_NISM,True
P9579,E1425,1,2,97116,1.5,16,16,PN,PN,PN_PIQ,True
P9580,E1426,3,2,97119,1.5,6,6,CS,CS,CS_NGT_NISM,True
P9581,E1426,3,2,97119,0.61,6,6,CS,CS,CS_NGT_NISM,True
P9582,E1426,3,2,97119,0.35,10,6,CS,CS,CS_NGT_NISM,True
P9583,E1426,3,2,97119,0.68,6,6,CS,CS,CS_NGT_NISM,True
P9584,E1426,3,2,97119,1.95,6,6,CS,CS,CS_NGT_NISM,True
P9585,E1426,3,2,97119,1.42,6,6,CS,CS,CS_NGT_NISM,True
P9586,E1426,3,2,97119,2.15,6,6,CS,CS,CS_NGT_NISM,True
P9587,E1427,3,2,97119,2.99,6,6,CS,CS,CS_NGT_NISM,True
P9588,E1427,3,2,97119,2.58,6,6,CS,CS,CS_NGT_NISM,True
P9589,E1427,3,2,97119,1.67,6,6,CS,CS,CS_NGT_NISM,True
P9590,E1428,1,2,97116,3.07,6,6,CS,CS,CS_NGT_NISM,True
P9591,E1428,1,2,97116,0.4,16,16,PN,PN,PN_PIQ,True
P9592,E1428,1,2,97116,0.43,16,16,PN,PN,PN_PIQ,True
P9593,E1428,1,2,97116,0.46,16,16,PN,PN,PN_PIQ,True
P9594,E1428,1,2,97116,0.46,16,16,PN,PN,PN_PIQ,True
P9595,E1428,1,2,97116,2.9,6,6,CS,CS,CS_NGT_NISM,True
P9596,E1428,1,2,97116,0.8,6,6,CS,CS,CS_NGT_NISM,True
P9597,E1428,1,2,97116,1.0,6,6,CS,CS,CS_NGT_NISM,True
P9598,E1428,1,2,97116,0.41,6,6,CS,CS,CS_NGT_NISM,True
P9599,E1429,2,2,97125,1.27,16,16,PN,PN,PN_PIQ,True
P9600,E1429,2,2,97125,1.05,16,16,PN,PN,PN_PIQ,True
P9601,E1429,2,2,97125,1.73,16,16,PN,PN,PN_PIQ,True
P9602,E1429,2,2,97125,0.74,16,16,PN,PN,PN_PIQ,True
P9603,E1429,2,2,97125,0.92,16,16,PN,PN,PN_PIQ,True
P9604,E1429,2,2,97125,0.24,16,16,PN,PN,PN_PIQ,True
P9605,E1429,2,2,97125,0.19,1,1,AG,AG,AG,True
P9606,E1429,2,2,97125,0.46,16,16,PN,PN,PN_PIQ,True
P9607,E1430,3,2,97119,2.64,6,6,CS,CS,CS_NGT_NISM,True
P9608,E1430,3,2,97119,0.84,14,14,NC,NC,,False
P9609,E1430,3,2,97119,3.02,6,10,JA,JA,JA,True
P9610,E1430,3,2,97119,0.64,10,10,JA,NC,,False
P9611,E1430,3,2,97119,2.84,14,14,NC,NC,,False
P9612,E1430,3,2,97119,1.89,6,6,CS,CS,CS_NGT_NISM,True
P9613,E1430,3,2,97119,0.36,14,14,NC,NC,,False
P9614,E1430,3,2,97119,0.35,14,14,NC,NC,,False
P9615,E1431,2,2,97117,0.87,6,6,CS,CS,CS_NGT_NISM,True
P9616,E1431,2,2,97117,0.19,17,17,PN,PN,PN_PIQ,True
P9617,E1432,2,2,97128,0.6,0,17,PN,PN,PN_PIQ,True
P9618,E1432,2,2,97128,0.46,0,17,PN,PN,PN_PIQ,True
P9619,E1432,2,2,97128,0.34,0,17,PN,PN,PN_PIQ,True
P9620,E1432,2,2,97128,0.31,0,17,PN,PN,PN_PIQ,True
P9621,E1433,3,2,97119,0.95,6,6,CS,CS,CS_NGT_NISM,True
P9622,E1433,1,2,97116,0.47,6,6,CS,CS,CS_NGT_NISM,True
P9623,E1433,1,2,97116,0.85,6,6,CS,CS,CS_NGT_NISM,True
P9624,E1434,1,2,97116,0.28,6,6,CS,CS,CS_NGT_NISM,True
P9625,E1434,1,2,97116,1.1,6,6,CS,CS,CS_NGT_NISM,True
P9626,E1434,1,2,97116,0.53,6,6,CS,CS,CS_NGT_NISM,True
