crop,production_tonnes
AG,9.200000000000001
AN_NU,524.8
AN_PA,7105.0
BA_INT,42326.1
BA_IRR,61.88
BA_PER,8490.24
BA_SINT,16.74
BC_BT,6111.3
BC_GTMG,322.66
CS_BT_NIM,149570.28
CS_CGT_NIM,15024.87
CS_EGT_NIM,67335.81
CS_NGT_NIM,82443.96
CS_SBT_NIM,13533.000000000002
IG_PLA,933.66
IG_TUT,725.0999999999999
JA,0.0
MA_MOBIO,51.839999999999996
MA_PLBIO,22944.6
MA_ROTA,24859.98
MA_TO_CO_JA,28795.68
NC,0.0
PN_PIQ,6404.145
PN_TOUR,1396.5768
VE_BTGT,66.7
