region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,865,1462,59.165526675786595,983.12,1500.36,65.52560718760832
2,2170,3568,60.818385650224215,3064.32,4403.72,69.5848055734697
3,2447,4785,51.13897596656217,3376.61,6148.64,54.91637175050092
4,2173,3790,57.33509234828496,3016.61,4479.21,67.34692055072212
5,321,2492,12.881219903691814,358.71,2401.02,14.939900542269536
6,312,847,36.835891381345924,397.55,1013.23,39.235908924923265
7,889,5253,16.923662668951074,743.88,3631.81,20.48234902156225
TOTAL,9177,22197,41.343424787133394,11940.8,23577.989999999998,50.64384198992366
