crop,labor_cost
AN_NU,1289.91
AN_PA,1310984.42
BC_BT,1058705.76125
BC_GTMG,1899691.2375
CS_BT_NIM,561560.9478571429
CS_CGT_NIM,121108.27571428572
CS_EGT_NIM,342242.1257142857
CS_NGT_NIM,505141.36857142864
JA,7214.9400000000005
MA_MOBIO,46092689.76
MA_PLBIO,10000078.424999999
MA_ROTA,6186054.96
MA_TO_CO_JA,13112825.16
NC,0.0
PN_PIQ,11905605.180000002
