region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,685,1462,46.85362517099863,840.98,1500.36,56.051880881921676
2,1598,3568,44.78699551569507,2595.54,4403.72,58.93971460492492
3,2233,4785,46.666666666666664,3413.92,6148.64,55.523172604023
4,1805,3790,47.62532981530343,2786.95,4479.21,62.21967713056544
5,324,2492,13.001605136436597,384.85,2401.02,16.02860450975002
6,318,847,37.544273907910274,482.02,1013.23,47.57261431264372
7,2303,5253,43.841614315629165,1813.33,3631.81,49.929098713864434
TOTAL,9266,22197,41.74437987115376,12317.59,23577.989999999998,52.241900178938074
