crop,revenue
AG,1411760.0
AN_NU,1945826.6666666667
BA_INT,68178411.84
BC_BT,3061968.0
CS_NGT_NISM,28509352.05527314
IG_PLA,3926339.9999999995
JA,74576.40000000001
MA_ROTA,61631199.0
ME,4544640.0
PN_PIQ,22177230.9
VE_BTGT,3155533.5
