type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,3,11,0,0,0,13,31,0,9
2,0,0,32,0,0,0,68,1,45,0
3,0,0,0,0,883,22,459,5,2,0
4,0,5,3,0,239,313,74,186,0,42
5,0,20,9,0,9,15,177,17,27,8
6,0,0,0,2,215,96,56,557,0,121
7,0,6,3,0,4,1,10,3,188,1
8,0,1,2,2,25,110,81,176,0,200
