island,AG,AN_NU,AN_PA,BA_INT,BA_IRR,BA_PER,BC_BT,BC_GTMG,CS_BT_NIM,CS_BT_NISM,CS_CGT_NIM,CS_CGT_NISM,CS_EGT_NIM,CS_EGT_NISM,CS_MG_NISM,CS_NGT_NIM,CS_NGT_NISM,CS_SBT_NIM,IG_PLA,IG_TUT,JA,MA_ROTA,MA_TO_CO_JA,ME,NC,PN_PIQ,VE_BTGT
1,597.52,44.87,377.13,228.73,0.0,69.77,244.97,0.0,2996.88,3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.10000000000001,0.0,85.41,81.86,790.93,541.49,0.0,1243.11,1653.36,43.01
2,0.0,0.25,23.75,0.72,78.93,24.05,0.0,2.44,0.0,0.0,696.4,0.8400000000000001,1820.65,114.17,0.0,3138.11,448.48,0.0,579.09,0.0,139.03,317.6,197.74,4.33,1189.55,4304.48,24.529999999999998
3,0.0,0.0,0.0,10.93,0.0,15.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.87,0.0,0.0,0.0,25.919999999999998,0.0,13.65,0.0,25.28,0.0,126.01,1538.1200000000001,0.0
