type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,12,5,0,0,12,23,2,13
2,0,0,26,18,0,0,56,1,45,0
3,0,0,0,0,1337,21,6,2,5,0
4,0,0,2,0,10,598,11,179,0,62
5,0,0,4,1,8,24,195,5,40,5
6,0,0,0,4,0,1,2,1032,0,8
7,0,0,0,0,3,3,7,1,201,1
8,0,0,0,21,0,10,0,155,0,411
