crop,gross_margin
AG,3584337.149213332
AN_NU,314467.75039999996
AN_PA,6559719.703999999
BA_INT,2485429.4422999998
BA_IRR,730433.467840909
BA_PER,512487.5745000001
BC_BT,2789360.091375
BC_GTMG,27678.2315
CS_BT_NIM,8277528.037117714
CS_BT_NISM,6396.931108285717
CS_CGT_NIM,1787546.3612457148
CS_CGT_NISM,1330.9098960000003
CS_EGT_NIM,4564348.690552858
CS_EGT_NISM,179262.48909799996
CS_MG_NISM,3230764.653038001
CS_NGT_NIM,7609629.7474254295
CS_NGT_NISM,682260.3100205715
CS_SBT_NIM,353466.2197733333
IG_PLA,6894787.73655
IG_TUT,773910.6862499999
JA,27206.64
MA_ROTA,30959836.064576995
MA_TO_CO_JA,15921113.330069
ME,40446.547320000005
NC,0.0
PN_PIQ,12008527.92
VE_BTGT,294981.04005333333
