crop,observed_ha,simulated_ha,abs_deviation_ha,pad_pct,within_threshold
AG,100.84,597.52,496.67999999999995,492.54264180880597,False
AN,132.67000000000002,446.0,313.33,236.17245797844274,False
BA,1920.8,428.21,1492.59,77.7066847147022,False
BC,147.21,247.41,100.19999999999999,68.06602812308945,False
CS,12812.93,11317.31,1495.6200000000008,11.672739958776024,True
IG,145.42,690.42,545.0,374.7765094209875,False
JA,621.47,234.54,386.93000000000006,62.260447004682455,False
MA,1086.97,1873.04,786.0699999999999,72.31754326246354,False
ME,189.36,4.33,185.03,97.71335023236163,False
PN,6109.43,7495.96,1386.5299999999997,22.69491589231728,False
VE,310.89,67.54,243.34999999999997,78.27527421274405,False
TOTAL,23577.99,23402.28,7431.330000000001,31.518081057800096,False
