crop,labor_cost
AG,4559157.269333334
AN_NU,306319.68
AN_PA,2709147.04
BA_INT,5805518.7903125
BA_IRR,1315894.0520454543
BA_PER,954015.2737499998
BC_BT,2311919.6856250004
BC_GTMG,23481.4925
CS_BT_NIM,590599.4228571429
CS_BT_NISM,750.8421428571429
CS_CGT_NIM,137240.54285714286
CS_CGT_NISM,165.54000000000002
CS_EGT_NIM,358798.0964285715
CS_EGT_NISM,22499.645000000004
CS_MG_NISM,393723.09500000003
CS_NGT_NIM,618431.8207142857
CS_NGT_NISM,88382.5942857143
CS_SBT_NIM,27410.716666666664
IG_PLA,6301784.16
IG_TUT,1311940.305
JA,21812.22
MA_ROTA,28402201.395
MA_TO_CO_JA,13366692.84
ME,42148.22
NC,0.0
PN_PIQ,14639609.879999999
VE_BTGT,379246.1053333333
