region,AG,AN_NU,AN_PA,BA_INT,BA_IRR,BA_PER,BC_BT,BC_GTMG,CS_BT_NIM,CS_BT_NISM,CS_CGT_NIM,CS_CGT_NISM,CS_EGT_NIM,CS_EGT_NISM,CS_MG_NISM,CS_NGT_NIM,CS_NGT_NISM,CS_SBT_NIM,IG_PLA,IG_TUT,JA,MA_ROTA,MA_TO_CO_JA,ME,NC,PN_PIQ,VE_BTGT
1,0.0,0.25,23.75,0.52,6.96,4.17,0.0,0.14,0.0,0.0,696.4,0.8400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,28.19,0.0,5.21,11.299999999999999,14.48,0.0,97.39,701.82,1.1099999999999999
2,0.0,0.0,0.0,0.2,48.63,13.34,0.0,0.0,0.0,0.0,0.0,0.0,1820.65,114.17,0.0,0.0,0.0,0.0,135.83,0.0,42.88,226.62,79.89,1.77,230.07,1877.14,7.09
3,0.0,0.0,0.0,0.0,23.34,6.54,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3138.11,448.48,0.0,415.07,0.0,90.94,79.68,103.37,2.56,862.09,1725.52,16.33
4,26.79,23.8,310.46999999999997,26.17,0.0,25.66,1.81,0.0,2782.35,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.43,28.65,17.17,108.88,0.0,553.39,1069.25,0.0
5,407.53000000000003,5.7,59.1,175.31,0.0,19.33,203.51,0.0,112.42999999999999,0.33999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.10000000000001,0.0,18.58,41.800000000000004,773.76,182.02,0.0,455.35,258.37,39.6
6,163.2,15.370000000000001,7.56,27.25,0.0,24.78,39.65,0.0,102.10000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,11.41,0.0,250.59,0.0,234.37,325.74,3.41
7,0.0,0.0,0.0,10.93,0.0,15.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1997.87,0.0,0.0,0.0,25.919999999999998,0.0,13.65,0.0,25.28,0.0,126.01,1538.1200000000001,0.0
