name,policy,forcing,status,objective,marge_brute,subventions,etp,production_t,surface_ha,azote_kg,ift,ges_tco2,eau_m3,autonomie_min,hhi_revenu,pad_vs_2017,allocated_plots,duration_s,output_dir,error
P4_statu_quo,P4_statu_quo,,optimal,81036579.52940662,98354588.03,71277791.04,3476.0,910703.51,26023.45,1917319.88,66575.23,141924732.36,34393101.6,0.03,0.11,6.43,24561,353.2,C:\Users\Clément\Desktop\CODE\claude_mosaica_workspace\outputs\p4_statu_quo_2,
P4_statu_quo__pareto_subventions__threshold=72000000,P4_statu_quo,,optimal,81036579.52940662,98354588.03,71277791.04,3476.0,910703.51,26023.45,1917319.88,66575.23,141924732.36,34393101.6,0.03,0.11,6.43,24561,352.7,C:\Users\Clément\Desktop\CODE\claude_mosaica_workspace\outputs\p4_statu_quo_pareto_subventions_threshold_72000000,
P4_statu_quo__pareto_subventions__threshold=90000000,P4_statu_quo,,optimal,81036579.52940662,98354588.03,71277791.04,3476.0,910703.51,26023.45,1917319.88,66575.23,141924732.36,34393101.6,0.03,0.11,6.43,24561,326.6,C:\Users\Clément\Desktop\CODE\claude_mosaica_workspace\outputs\p4_statu_quo_pareto_subventions_threshold_90000000,
