type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,2,23,1,2,7,20,0,12
2,0,0,0,113,1,0,28,0,4,0
3,0,0,0,0,1350,11,5,2,3,0
4,0,0,0,25,79,675,11,31,0,41
5,0,0,0,5,11,32,196,4,33,1
6,0,0,0,11,2,8,2,1003,0,21
7,0,0,0,0,3,3,9,1,200,0
8,0,0,0,25,0,14,0,117,0,441
