region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,981,1462,67.0998632010944,1215.8,1500.36,81.03388520088512
2,2539,3568,71.16031390134529,3715.12,4403.72,84.36322018656954
3,3190,4785,66.66666666666667,4669.58,6148.64,75.9449244060475
4,2445,3790,64.51187335092348,3487.23,4479.21,77.8536840201732
5,1188,2492,47.67255216693419,1347.22,2401.02,56.110319780759845
6,488,847,57.6151121605667,685.61,1013.23,67.66578170800312
7,4169,5253,79.36417285360746,3058.31,3631.81,84.20897568980756
TOTAL,15000,22197,67.57669955399378,18178.870000000003,23577.989999999998,77.10101666851162
