region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,607,1462,41.51846785225718,808.27,1500.36,53.87173744967875
2,1865,3568,52.27017937219731,3040.85,4403.72,69.0518470747459
3,1797,4785,37.55485893416928,2805.51,6148.64,45.628138905514064
4,1654,3790,43.64116094986807,2481.52,4479.21,55.40084077326136
5,705,2492,28.290529695024077,834.23,2401.02,34.7448167861992
6,378,847,44.62809917355372,554.11,1013.23,54.68748457901957
7,1214,5253,23.110603464686847,1239.8,3631.81,34.13724836927042
TOTAL,8220,22197,37.03203135558859,11764.29,23577.989999999998,49.895220076011576
