crop,subsidy
AG,0.0
AN_NU,0.0
AN_PA,0.0
BA_INT,17549341.64
BA_IRR,25949.56
BA_PER,3396096.0
BA_SINT,7103.96
BC_BT,0.0
BC_GTMG,0.0
CS_BT_NIM,5226052.572205715
CS_CGT_NIM,565805.3960800001
CS_EGT_NIM,2669958.3603314287
CS_NGT_NIM,3469206.9398857146
CS_SBT_NIM,497559.13599999994
IG_PLA,0.0
IG_TUT,0.0
JA,526798.0
MA_MOBIO,0.0
MA_PLBIO,0.0
MA_ROTA,0.0
MA_TO_CO_JA,0.0
NC,0.0
PN_PIQ,5336787.5
PN_TOUR,0.0
VE_BTGT,0.0
