crop,labor_cost
AG,381.50666666666666
AN_NU,69926.7
AN_PA,2525734.9200000004
BA_INT,903746.2065625001
BA_IRR,442632.54886363633
BA_PER,6132.329583333332
BC_BT,2298046.46875
BC_GTMG,38782.956875
CS_BT_NIM,566994.2071428571
CS_BT_NISM,579.39
CS_CGT_NIM,117202.32
CS_CGT_NISM,120.21357142857146
CS_EGT_NIM,316660.2835714286
CS_EGT_NISM,4136.529285714287
CS_MG_NISM,390248.72571428574
CS_NGT_NIM,573150.7185714287
CS_NGT_NISM,37650.49642857144
CS_SBT_NIM,44423.98166666666
IG_PLA,1707182.4000000001
IG_TUT,1432520.23
JA,101842.44
MA_ROTA,6215263.47
MA_TO_CO_JA,44884050.6
ME,63368.340000000004
PN_PIQ,15810784.92
VE_BTGT,48795.50866666666
