region,AG,AN_NU,AN_PA,BA_INT,BA_IRR,BA_PER,BC_BT,BC_GTMG,CS_BT_NIM,CS_BT_NISM,CS_CGT_NIM,CS_CGT_NISM,CS_EGT_NIM,CS_EGT_NISM,CS_MG_NISM,CS_NGT_NIM,CS_NGT_NISM,CS_SBT_NIM,IG_PLA,IG_TUT,JA,MA_ROTA,MA_TO_CO_JA,ME,PN_PIQ,VE_BTGT
1,0.0,0.48,23.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,594.72,0.6100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,5.76,0.0,107.94,10.16,24.34,0.0,714.95,0.26
2,0.0,0.0,0.0,2.39,5.22,0.0,0.0,0.35,0.0,0.0,0.0,0.0,1606.83,20.99,0.0,0.0,0.0,0.0,11.950000000000001,0.0,338.57,169.75,207.02,2.96,1991.94,1.25
3,0.0,0.0,0.0,28.79,20.58,0.0,0.0,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2908.34,191.05,0.0,145.98,0.0,582.05,41.54,219.22,3.55,1855.84,1.05
4,0.0,7.27,283.94,0.0,0.0,0.7,2.46,0.0,2747.77,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.07,41.86,6.63,132.6,0.0,1192.18,0.0
5,0.05,0.8200000000000001,58.49,0.37,0.0,0.0,226.09,0.0,42.73,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.23,0.0,18.58,2.74,14.5,1494.51,0.0,361.87,6.13
6,0.0,1.73,7.56,5.87,0.0,0.0,14.950000000000001,0.0,86.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.61,9.21,0.0,457.46,0.0,378.32,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.24,0.0,0.0,0.0,0.21,0.0,12.71,0.0,32.0,0.0,1600.54,0.0
