crop,observed_ha,simulated_ha,abs_deviation_ha,pad_pct,within_threshold
AG,100.84,0.05,100.79,99.95041650138833,False
AN,132.67000000000002,384.04,251.37,189.47011381623574,False
BA,1920.8,64.67,1856.1299999999999,96.63317367763432,False
BC,147.21,247.53,100.32,68.14754432443448,False
CS,12812.93,10345.05,2467.880000000001,19.260856025905092,False
IG,145.42,257.16,111.74000000000004,76.83949938110304,False
JA,621.47,1095.08,473.6099999999999,76.20802291341495,False
MA,1086.97,2809.73,1722.76,158.49195469976172,False
ME,189.36,6.51,182.85000000000002,96.56210392902409,False
PN,6109.43,8095.64,1986.21,32.510561541747755,False
VE,310.89,8.69,302.2,97.20479912509248,False
TOTAL,23577.99,23314.149999999998,9555.860000000002,40.52873039644177,False
