region,crop,observed_ha,simulated_ha,abs_deviation_ha,pad_pct,within_threshold
1,AG,1.42,0.0,1.42,100.0,False
1,AN,0.9299999999999999,24.23,23.3,2505.3763440860216,False
1,BA,8.63,0.75,7.880000000000001,91.30938586326768,False
1,BC,6.83,0.0,6.83,100.0,False
1,CS,775.8,595.33,180.4699999999999,23.2624387728796,False
1,IG,20.33,5.76,14.569999999999999,71.66748647319233,False
1,JA,23.62,107.94,84.32,356.98560541913633,False
1,MA,40.6,34.5,6.100000000000001,15.024630541871923,True
1,PN,604.53,714.95,110.42000000000007,18.265429341802736,True
1,VE,17.67,0.26,17.41,98.52857951329936,False
1,TOTAL,1500.3600000000001,1483.72,452.72,30.174091551361006,False
2,AG,1.4100000000000001,0.0,1.4100000000000001,99.99999999999999,False
2,AN,1.73,0.0,1.73,100.0,False
2,BA,1.32,7.61,6.29,476.5151515151515,False
2,BC,18.47,0.35,18.119999999999997,98.10503519220357,False
2,CS,2151.11,1627.82,523.2900000000002,24.32651049923064,False
2,IG,36.1,11.950000000000001,24.15,66.89750692520775,False
2,JA,52.29,338.57,286.28,547.48517881048,False
2,MA,367.53,376.77,9.240000000000009,2.514080483225862,True
2,ME,10.03,2.96,7.069999999999999,70.48853439680957,False
2,PN,1725.19,1991.94,266.75,15.462065047907766,True
2,VE,38.54,1.25,37.29,96.75661650233523,False
2,TOTAL,4403.72,4359.219999999999,1181.6200000000001,26.832314497742818,False
3,AG,0.62,0.0,0.62,100.0,False
3,BA,159.43,49.37,110.06,69.03343160007526,False
3,BC,4.07,3.68,0.3900000000000001,9.582309582309586,True
3,CS,4019.76,3099.39,920.3700000000003,22.89614305331662,False
3,IG,38.81,145.98,107.16999999999999,276.140170059263,False
3,JA,219.81,582.05,362.23999999999995,164.7968700241117,False
3,MA,176.24,260.76,84.51999999999998,47.95733091239218,False
3,ME,179.33,3.55,175.78,98.02040930128813,False
3,PN,1298.81,1855.84,557.03,42.88772029781107,False
3,VE,51.76,1.05,50.71,97.97140649149924,False
3,TOTAL,6148.639999999999,6001.67,2368.8900000000003,38.5270563897057,False
4,AG,14.95,0.0,14.95,100.0,False
4,AN,121.55,291.21,169.65999999999997,139.58041958041954,False
4,BA,102.1,0.7,101.39999999999999,99.31439764936337,False
4,BC,27.34,2.46,24.88,91.00219458668617,False
4,CS,3256.9,2750.47,506.4300000000003,15.549448862415188,True
4,IG,32.25,45.07,12.82,39.751937984496124,False
4,JA,69.72,41.86,27.86,39.95983935742972,False
4,MA,165.87,139.23,26.640000000000015,16.06077048290831,True
4,PN,634.92,1192.18,557.2600000000001,87.76853776853778,False
4,VE,53.61,0.0,53.61,100.0,False
4,TOTAL,4479.21,4463.18,1495.5100000000004,33.38780722493477,False
5,AG,37.66,0.05,37.61,99.86723313860861,False
5,AN,7.75,59.31,51.56,665.2903225806451,False
5,BA,1427.01,0.37,1426.64,99.97407166032474,False
5,BC,81.31,226.09,144.78,178.05927930143892,False
5,CS,318.72,205.2,113.52000000000004,35.61746987951808,False
5,IG,5.26,18.58,13.319999999999999,253.23193916349805,False
5,JA,190.46,2.74,187.72,98.56137771710596,False
5,MA,75.74,1509.01,1433.27,1892.3554264589386,False
5,PN,208.62,361.87,153.25,73.4589205253571,False
5,VE,48.49,6.13,42.36,87.35821818931738,False
5,TOTAL,2401.0199999999995,2389.35,3604.03,150.10412241464047,False
6,AG,44.27,0.0,44.27,100.0,False
6,AN,0.04,9.29,9.25,23125.0,False
6,BA,222.31,5.87,216.44,97.35954298052269,False
6,BC,8.28,14.950000000000001,6.670000000000002,80.55555555555559,False
6,CS,104.55,86.6,17.950000000000003,17.168818747011002,True
6,IG,4.65,29.61,24.96,536.7741935483871,False
6,JA,51.83,9.21,42.62,82.23036851244453,False
6,MA,202.25,457.46,255.20999999999998,126.18541409147093,False
6,PN,280.28,378.32,98.04000000000002,34.97930640787784,False
6,VE,94.77,0.0,94.77,100.0,False
6,TOTAL,1013.2299999999999,991.31,810.1800000000001,79.96012751300297,False
7,AG,0.51,0.0,0.51,100.0,False
7,AN,0.6699999999999999,0.0,0.6699999999999999,100.00000000000001,False
7,BC,0.91,0.0,0.91,100.0,False
7,CS,2186.09,1980.24,205.85000000000014,9.416355227826857,True
7,IG,8.02,0.21,7.81,97.38154613466335,False
7,JA,13.74,12.71,1.0299999999999994,7.496360989810767,True
7,MA,58.74,32.0,26.740000000000002,45.522642151855635,False
7,PN,1357.08,1600.54,243.46000000000004,17.93998879948124,True
7,VE,6.05,0.0,6.05,100.0,False
7,TOTAL,3631.81,3625.7,493.03000000000014,13.575324700356026,True
