crop,revenue
AG,700.0
AN_NU,151066.66666666666
AN_PA,9592660.0
BA_INT,1607488.3599999999
BA_IRR,866007.9
BA_PER,11844.0
BC_BT,5064800.0
BC_GTMG,83824.0
CS_BT_NIM,13812357.019142855
CS_BT_NISM,11415.27744
CS_CGT_NIM,2628800.0352000003
CS_CGT_NISM,2182.7626514285716
CS_EGT_NIM,6843941.177871428
CS_EGT_NISM,72405.83260571428
CS_MG_NISM,6291831.262354287
CS_NGT_NIM,12311094.624971429
CS_NGT_NISM,655022.4578285714
CS_SBT_NIM,1052300.8392499997
IG_PLA,4425300.0
IG_TUT,2797800.0
JA,219016.0
MA_ROTA,13754286.0
MA_TO_CO_JA,101659140.0
ME,156240.0
PN_PIQ,31168214.0
VE_BTGT,88203.5
