region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,871,1462,59.57592339261286,1048.84,1500.36,69.90588925324589
2,2200,3568,61.65919282511211,3335.55,4403.72,75.74391650695321
3,2662,4785,55.632183908045974,3912.52,6148.64,63.63228291134299
4,2355,3790,62.13720316622691,3236.55,4479.21,72.25716141908953
5,361,2492,14.486356340288925,418.2,2401.02,17.41759752105355
6,353,847,41.67650531286895,528.44,1013.23,52.15400254631229
7,4097,5253,77.99352750809061,2982.11,3631.81,82.11084830979594
TOTAL,12899,22197,58.11145650313105,15462.21,23577.989999999998,65.57899973661877
