type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,11,44,0,12
2,0,0,0,1,0,0,26,0,118,1
3,0,0,0,0,1337,18,10,3,2,1
4,0,0,0,0,9,583,3,210,0,57
5,0,0,4,1,9,27,184,13,35,9
6,0,0,0,0,0,0,0,1040,0,7
7,0,0,0,0,2,3,9,1,201,0
8,0,0,0,0,0,10,8,332,0,247
