crop,observed_ha,simulated_ha,abs_deviation_ha,pad_pct,within_threshold
AG,100.84,289.99,189.15,187.5743752479175,False
AN,132.67000000000002,501.97,369.3,278.35984020501996,False
BA,1920.8,1653.97,266.8299999999999,13.891607663473549,True
BC,147.21,247.58,100.37,68.18150940832824,False
CS,12812.93,12329.28,483.64999999999964,3.774702585591271,True
IG,145.42,367.43,222.01000000000002,152.66813368174945,False
JA,621.47,351.29,270.18,43.474343089771025,False
MA,1086.97,1268.02,181.04999999999995,16.656393460721084,False
ME,189.36,4.39,184.97000000000003,97.68166455428815,False
PN,6109.43,6428.14,318.71000000000004,5.216689609341625,True
VE,310.89,22.26,288.63,92.83991122261894,False
TOTAL,23577.99,23464.319999999996,2874.8499999999995,12.192939262422282,True
