crop,revenue
AG,4059860.0
AN_NU,813560.0
AN_PA,11460166.666666666
BA_INT,44328360.2
BA_IRR,7483221.5600000005
BA_PER,5838246.0
BA_SINT,1239408.8
BC_BT,5105776.0
BC_GTMG,43888.0
CS_BT_NIM,15785962.375428569
CS_BT_NISM,14482.647908571429
CS_CGT_NIM,3384836.4187428574
CS_CGT_NISM,7979.607725714285
CS_EGT_NIM,8308196.947385713
CS_EGT_NISM,466964.15244571434
CS_MG_NISM,6439671.377005715
CS_NGT_NIM,14594899.741314286
CS_NGT_NISM,1894473.7466514288
CS_SBT_NIM,1013122.5302499998
IG_PLA,8561700.0
IG_TUT,1509900.0
JA,70258.0
MA_ROTA,32439204.0
MA_TO_CO_JA,27557640.0
ME,105359.99999999999
NC,0.0
PN_PIQ,24748339.0
VE_BTGT,225939.00000000003
