type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,6,17,0,3,16,17,0,8
2,0,0,5,90,1,0,37,0,13,0
3,0,0,0,0,1346,13,6,2,4,0
4,0,0,6,20,38,656,16,76,0,50
5,0,0,4,1,9,30,194,2,41,1
6,0,0,0,13,1,6,2,1002,0,23
7,0,0,0,0,3,3,9,1,199,1
8,0,0,0,25,0,13,0,120,0,439
