region,AG,AN_NU,AN_PA,BA_INT,BA_IRR,BA_PER,BA_SINT,BC_BT,BC_GTMG,CS_BT_NIM,CS_BT_NISM,CS_CGT_NIM,CS_CGT_NISM,CS_EGT_NIM,CS_EGT_NISM,CS_MG_NISM,CS_NGT_NIM,CS_NGT_NISM,CS_SBT_NIM,IG_PLA,IG_TUT,JA,MA_ROTA,MA_TO_CO_JA,ME,NC,PN_PIQ,VE_BTGT
1,0.0,0.07,25.43,0.07,14.15,15.57,0.0,0.0,0.14,0.0,0.0,765.76,2.23,0.0,0.0,0.0,0.0,0.0,0.0,20.58,0.0,5.7,9.1,19.1,0.0,97.39,616.89,1.09
2,0.0,0.0,0.0,3.97,75.67,35.94,0.0,0.0,1.27,0.0,0.0,0.0,0.0,1950.61,135.37,0.0,0.0,0.0,0.0,90.71,0.0,37.06,231.25,79.04,1.69,230.07,1735.65,2.07
3,0.0,0.0,0.0,68.79,139.6,49.64,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3447.86,552.5600000000001,0.0,185.88,0.0,60.17,55.97,120.77,2.7,862.09,1411.2,8.85
4,45.1,30.02,355.8,30.7,0.0,93.69,0.0,1.8,0.0,3064.14,3.4899999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.65,29.21,15.51,108.88,0.0,553.39,663.85,0.0
5,158.73,7.25,57.71,828.17,0.0,69.02,37.81,206.21,0.0,116.95,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.19,0.0,9.66,183.38,260.29,103.87,0.0,455.35,190.82,10.25
6,86.16,18.13,7.56,91.9,0.0,34.78,9.79,37.46,0.0,107.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.02,25.169999999999998,0.0,238.87,0.0,234.37,318.25,0.0
7,0.0,0.0,0.0,8.3,0.0,46.410000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026.77,0.0,0.0,0.0,19.93,0.0,10.6,0.0,25.37,0.0,126.01,1491.48,0.0
