crop,labor_cost
AG,2212662.365333333
AN_NU,376585.83
AN_PA,3017447.0
BA_INT,24921852.232812498
BA_IRR,3824812.0286363633
BA_PER,3022800.461041666
BA_SINT,707114.2272727274
BC_BT,2316638.4668750004
BC_GTMG,20305.716875
CS_BT_NIM,648010.2714285715
CS_BT_NISM,735.0764285714286
CS_CGT_NIM,150909.41714285716
CS_CGT_NISM,439.4692857142858
CS_EGT_NIM,384409.49928571435
CS_EGT_NISM,26677.559285714287
CS_MG_NISM,399418.4592857143
CS_NGT_NIM,679474.6957142857
CS_NGT_NISM,108893.78857142858
CS_SBT_NIM,42770.02833333333
IG_PLA,3302913.6
IG_TUT,773093.965
JA,32669.970000000005
MA_ROTA,14658572.58
MA_TO_CO_JA,12167115.6
ME,42732.26
NC,0.0
PN_PIQ,12554157.42
VE_BTGT,124992.86799999999
