type_observe,-1,0,1,2,3,4,5,6,7,8
-1,0,0,0,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,0,0,0
1,0,0,1,15,0,0,13,27,6,5
2,0,0,0,41,0,0,47,3,53,2
3,0,0,0,0,683,116,406,138,12,16
4,0,0,0,8,0,0,2,840,1,11
5,0,0,2,1,2,1,159,41,49,27
6,0,0,0,10,0,0,4,1023,0,10
7,0,0,0,0,1,0,4,6,204,1
8,0,0,0,9,0,0,4,569,0,15
