crop,labor_cost
AG,3509.8613333333333
AN_NU,833689.2000000001
AN_PA,2111266.7800000003
BA_INT,16115519.274531249
BA_PER,2116617.3580416664
BA_SINT,1485.5340909090912
BC_BT,2224244.73
BC_GTMG,87478.183125
CS_BT_NIM,399680.5642857143
CS_CGT_NIM,43515.342142857146
CS_EGT_NIM,233543.43785714285
CS_NGT_NIM,277803.7100000001
CS_SBT_NIM,39264.96166666666
IG_PLA,129158.4
IG_TUT,1373535.91
JA,0.0
MA_MOBIO,168099.36000000002
MA_PLBIO,31736097.945
MA_ROTA,9563224.875
MA_TO_CO_JA,16851254.04
NC,0.0
PN_PIQ,20270694.78
VE_BTGT,38070.604
