region,matched_plots,total_plots,plot_match_pct,matched_ha,total_ha,area_match_pct
1,918,1462,62.7906976744186,1114.69,1500.36,74.29483590604922
2,2279,3568,63.87331838565022,3271.31,4403.72,74.2851498278728
3,2392,4785,49.98955067920585,3451.88,6148.64,56.14054490098623
4,2231,3790,58.86543535620053,3132.87,4479.21,69.94246753333735
5,347,2492,13.924558587479936,439.26,2401.02,18.294724741984655
6,299,847,35.30106257378985,352.89,1013.23,34.828222614806116
7,3195,5253,60.82238720731011,2308.69,3631.81,63.56857875274312
TOTAL,11661,22197,52.53412623327477,14071.59,23577.989999999998,59.68104151371682
