crop,production_tonnes
AG,1.0
AN_NU,25.6
AN_PA,11258.1
BC_BT,6262.099999999999
BC_GTMG,170.56
CS_BT_NIM,265559.36
CS_CGT_NIM,44356.41
CS_EGT_NIM,104544.27
CS_MG_NISM,69903.432
CS_NGT_NIM,157287.42
CS_SBT_NIM,95404.725
IG_PLA,9105.48
JA,0.0
MA_MOBIO,7096.68
MA_PLBIO,349.38
MA_ROTA,6130.62
MA_TO_CO_JA,35179.92
NC,0.0
PN_PIQ,4023.36
