crop,region,island,surface,production,sales,subsidy,revenue,gross_margin,labor_hours,labor_cost,etp,ges,ift,azote,surface_cld,water_need_m3,soil_carbon_balance
AG,5,1,0.05,1.0,700.0,0.0,700.0,119.9050129166666,24.613333333333333,381.50666666666666,0.015316324414021988,128.2740196078431,0.30000000000000004,7.2,0.0,600.0,-0.05578852855500001
AN_NU,4,1,0.5800000000000001,11.6,8506.666666666666,0.0,8506.666666666666,2033.4223866666666,254.04,3937.62,0.15808338518979465,1313.031862745098,4.253333333333334,74.56866666666669,0.0,0.0,-0.8818049613395997
AN_NU,5,1,0.7,14.0,10266.666666666666,0.0,10266.666666666666,2454.1304666666665,306.6,4752.3,0.19079029247044182,1584.6936274509803,5.133333333333334,89.99666666666668,0.0,0.0,-1.0642473671339998
AN_PA,1,2,8.17,285.95,209696.66666666666,0.0,209696.66666666666,99484.33344999999,3562.12,55212.86,2.2166272557560673,36542.12720588237,130.72,1753.8266666666668,0.0,0.0,-12.421287127835397
AN_PA,4,1,247.74,8670.9,6358659.999999999,0.0,6358659.999999999,3016676.7158999993,108014.64,1674226.92,67.21508400746733,1108071.7985294121,3963.84,53181.520000000004,0.0,0.0,-376.65234676253874
AN_PA,5,1,58.19,2036.65,1493543.3333333333,0.0,1493543.3333333333,708567.1191499999,25370.84,393248.02,15.787703795892968,260267.61102941184,931.04,12491.453333333335,0.0,0.0,-88.46936327646779
AN_PA,6,1,7.56,264.59999999999997,194039.99999999997,0.0,194039.99999999997,92056.49459999998,3296.16,51090.479999999996,2.0511263223397633,33813.767647058834,120.96,1622.88,0.0,0.0,-11.493871565047197
BC_BT,4,1,2.26,58.76,47008.0,0.0,47008.0,16160.0833875,1376.0575000000001,21328.89125,0.8562896701929061,2932.4954044117644,5.65,175.828,0.0,30645.6,-0.8317757228785595
BC_BT,5,1,224.66,5841.16,4672928.0,0.0,4672928.0,1606426.6963875003,136789.8575,2120242.79125,85.12125544492844,291510.80422794115,561.65,17478.548000000003,0.0,1694186.4,-87.52186571780383
BC_BT,6,1,13.93,362.18,289744.0,0.0,289744.0,99606.17769375001,8481.62875,131465.245625,5.277927037958929,18075.071231617643,34.825,1083.7540000000001,0.0,0.0,-4.157641061767904
BC_GTMG,1,2,0.14,3.6400000000000006,2912.0000000000005,0.0,2912.0000000000005,992.3381125000002,86.92250000000001,1347.2987500000002,0.05408991910392036,168.9972426470588,0.35000000000000003,10.892000000000003,0.0,1898.4000000000003,-0.07220976405607996
BC_GTMG,2,2,2.96,76.96000000000001,61568.0,0.0,61568.0,20980.862950000002,1837.79,28485.745000000003,1.1436154324828873,3573.084558823529,7.4,230.28800000000004,0.0,40137.6,-1.5130743601028007
BC_GTMG,3,2,3.46,89.96000000000001,71968.0,0.0,71968.0,24524.927637500004,2148.2275,33297.52625,1.3367937149968887,4176.646139705881,8.65,269.18800000000005,0.0,46917.6,-1.7686612452553008
CS_BT_NIM,4,1,3045.08,225335.92,4777121.503999999,9841672.459314285,14618793.963314286,5616997.942989543,38716.01714285715,600098.2657142858,24.092107742910482,6514323.970794116,7569.198857142857,219245.76,0.0,0.0,640.4185268916689
CS_BT_NIM,5,1,389.4,28815.6,610890.7199999999,1258537.4622857142,1869428.1822857142,718292.7867248572,4950.942857142858,76739.6142857143,3.0808605209351945,833041.415735294,967.9371428571429,28036.8,0.0,0.0,148.296527695171
CS_BT_NIM,6,1,154.16,11407.84,241846.20799999996,498243.79862857144,740090.0066285714,284365.73189908575,1960.034285714286,30380.53142857143,1.2196853053604766,329793.6945294117,383.1977142857143,11099.52,0.0,0.0,77.35055175568999
CS_CGT_NIM,1,2,704.07,44356.409999999996,1024189.5069,2087962.8350142858,3112152.341914286,1220020.7647992435,8951.747142857144,138752.08071428572,5.570471152991377,1450126.3861323528,1750.116857142857,50693.04,0.0,0.0,-3.8711867203467007
CS_EGT_NIM,2,2,1834.1100000000001,104544.27,2630333.8332,5181656.8277571425,7811990.660957144,3151838.699261872,23319.398571428574,361450.6778571429,14.511137878922572,3697900.2153529404,4559.073428571429,132055.92,0.0,0.0,-186.5949356300923
CS_MG_NISM,7,3,1532.97,69903.432,1147115.3191200001,3723601.6496571433,4870716.968777143,1402687.853092673,19490.618571428575,302104.5878571429,12.128574095475155,2685242.9065102935,3810.5254285714286,110373.84,0.0,0.0,-136.23606837937552
CS_NGT_NIM,3,2,2912.73,157287.42,4056442.5618,8273235.071142857,12329677.632942857,4693145.662228329,37033.281428571434,574015.8621428572,23.044979109254157,5809313.623919116,7240.214571428572,209716.56,0.0,0.0,-417.56953294361756
CS_SBT_NIM,5,1,978.51,95404.725,1962475.1932499998,4384605.459,6347080.652249999,2153921.943551299,17287.01,267948.65499999997,10.757317983820784,2360434.1310110292,2805.062,70452.72,0.0,0.0,704.7929831851159
IG_PLA,1,2,39.79,716.22,1074330.0,0.0,1074330.0,174058.36080249993,26738.88,414452.64,16.63900435594275,101493.75735294116,39.79,4583.808,0.0,564750.0,-84.8178526230669
IG_PLA,2,2,99.01,1782.18,2673270.0,0.0,2673270.0,433111.7944974998,66534.72,1031288.16,41.40306160547604,252548.30147058822,99.01,11405.952,0.0,1462950.0,-211.11836824587994
IG_PLA,3,2,348.83,6278.94,9418410.0,0.0,9418410.0,1525930.5855424993,234413.76,3633413.28,145.87041692594897,889772.9926470588,348.83,40185.21599999999,0.0,4878300.0,-742.2727418290583
IG_PLA,7,3,18.23,328.14,492210.0,0.0,492210.0,79745.76319249997,12250.56,189883.68,7.623248288736777,46499.9044117647,18.23,2100.0959999999995,0.0,0.0,-38.87170844482771
JA,1,2,72.31,0.0,0.0,14462.0,14462.0,5654.642,433.86,6724.83,0.2699813316739266,8719.735294117645,0.0,0.0,0.0,0.0,37.67818951292507
JA,2,2,350.86,0.0,0.0,70172.0,70172.0,27437.252,2105.16,32629.98,1.3099937772246422,42309.58823529411,0.0,0.0,0.0,0.0,184.00881316849004
JA,3,2,1103.69,0.0,0.0,220738.0,220738.0,86308.558,6622.14,102643.17,4.1208089607965155,133092.02941176467,0.0,0.0,0.0,0.0,574.5569878334957
JA,4,1,45.63,0.0,0.0,9126.0,9126.0,3568.266,273.78,4243.59,0.17036714374611076,5502.441176470587,0.0,0.0,0.0,0.0,23.738167045742877
JA,5,1,496.91,0.0,0.0,99382.0,99382.0,38858.362,2981.46,46212.63,1.855295581829496,59921.499999999985,0.0,0.0,0.0,0.0,271.09605184182067
JA,6,1,432.12,0.0,0.0,86424.0,86424.0,33791.784,2592.72,40187.16,1.6133914125700062,52108.588235294104,0.0,0.0,0.0,0.0,239.91728768398363
JA,7,3,628.54,0.0,0.0,125708.0,125708.0,49151.828,3771.2400000000002,58454.22,2.3467579340385814,75794.52941176468,0.0,0.0,0.0,0.0,328.79405510805293
MA_MOBIO,1,2,15.7,282.6,466290.0,0.0,466290.0,-130198.53000000003,19593.6,303700.8,12.192657125077785,4733.088235294117,0.0,0.0,0.0,194220.0,-15.986034874377422
