crop,labor_cost
AG,381.50666666666666
AN_NU,8689.92
AN_PA,2173778.2800000003
BC_BT,2273036.928125
BC_GTMG,63130.57
CS_BT_NIM,707218.4114285714
CS_CGT_NIM,138752.08071428572
CS_EGT_NIM,361450.6778571429
CS_MG_NISM,302104.5878571429
CS_NGT_NIM,574015.8621428573
CS_SBT_NIM,267948.65499999997
IG_PLA,5269037.76
JA,291095.58
MA_MOBIO,7626565.4399999995
MA_PLBIO,384492.69
MA_ROTA,2908808.895
MA_TO_CO_JA,17085714.48
NC,0.0
PN_PIQ,11905488.0
