crop,revenue
AG,700.0
AN_NU,193746.66666666666
AN_PA,9838033.333333332
BA_INT,45119216.980000004
BA_IRR,2762418.42
BA_PER,539409.6
BC_BT,5084352.0
BC_GTMG,67184.0
CS_BT_NIM,13877551.766742855
CS_BT_NISM,12075.344502857144
CS_CGT_NIM,3170499.396771428
CS_CGT_NISM,2540.5925942857143
CS_EGT_NIM,7704571.583328573
CS_EGT_NISM,374275.028
CS_MG_NISM,6432427.116068572
CS_NGT_NIM,12506322.034457142
CS_NGT_NISM,1359518.7396114287
CS_SBT_NIM,1044776.52825
IG_PLA,4324860.0
IG_TUT,2324700.0
JA,149540.0
MA_ROTA,14982408.0
MA_TO_CO_JA,53541972.0
ME,154080.0
PN_PIQ,30224810.0
VE_BTGT,105763.0
